name_clean,name_real
bocksdorf,Bocksdorf
bockfliess,Bockfließ
boechout,Boechout
boom,Boom
borsbeek,Borsbeek
bonheiden,Bonheiden
bornem,Bornem
boortmeerbeek,Boortmeerbeek
boutersem,Boutersem
bocholt,Bocholt
borgloon,Borgloon
boussu,Boussu
bouillon,Bouillon
bonstetten,Bonstetten
boppelsen,Boppelsen
bolligen,Bolligen
bowil,Bowil
boltigen,Boltigen
botterens,Botterens
bossonnens,Bossonnens
bolken,Bolken
boningen,Boningen
bottmingen,Bottmingen
bodensee_sh,Bodensee (SH)
bodensee_sg,Bodensee (SG)
bonaduz,Bonaduz
boniswil,Boniswil
boswil,Boswil
bottenwil,Bottenwil
bodensee_tg,Bodensee (TG)
bottighofen,Bottighofen
bodio,Bodio
bosco_number_gurin,Bosco#Gurin
bournens,Bournens
boussens,Boussens
bottens,Bottens
boulens,Boulens
bonvillars,Bonvillars
bofflens,Bofflens
bourg_en_lavaux,Bourg-en-Lavaux
bougy_villars,Bougy-Villars
bogis_bossey,Bogis-Bossey
borex,Borex
bourg_saint_pierre,Bourg-Saint-Pierre
bovernier,Bovernier
boudry,Boudry
boecourt,Boécourt
bourrignon,Bourrignon
boncourt,Boncourt
bonfol,Bonfol
borovnice,Borovnice
bohdanec,Bohdaneč
borec,Boreč
bosen,Boseň
bobnice,Bobnice
borek,Borek
boranovice,Bořanovice
bojanovice,Bojanovice
bohutin,Bohutín
borotice,Borotice
bohostice,Bohostice
bosilec,Bošilec
borovany,Borovany
borsov_nad_vltavou,Boršov nad Vltavou
bohdalovice,Bohdalovice
boletice,Boletice
boretin,Bořetín
bozetice,Božetice
boudy,Boudy
bohunice,Bohunice
borova_lada,Borová Lada
bohumilice,Bohumilice
bosice,Bošice
borkovice,Borkovice
borotin,Borotín
bolesiny,Bolešiny
bolkov,Bolkov
borovy,Borovy
borovno,Borovno
bohy,Bohy
bor,Bor
bozi_dar,Boží Dar
bochov,Bochov
bozicany,Božičany
bolebor,Boleboř
bohusovice_nad_ohri,Bohušovice nad Ohří
borislav,Bořislav
bohatice,Bohatice
bozkov,Bozkov
boharyne,Boharyně
bohanka,Boháňka
bohuslavice,Bohuslavice
borova,Borová
bozanov,Božanov
bohdasin,Bohdašín
bolehost,Bolehošť
borohradek,Borohrádek
borovnicka,Borovnička
bor_u_skutce,Bor u Skutče
bojanov,Bojanov
borice,Bořice
bousov,Bousov
borusov,Borušov
bohunov,Bohuňov
bohunovice,Bohuňovice
bosin,Bošín
bojiste,Bojiště
bonkov,Boňkov
borsov,Boršov
borovna,Borovná
bohdalin,Bohdalín
bozejov,Božejov
boretice,Bořetice
bohusice,Bohušice
bochovice,Bochovice
bobrova,Bobrová
bobruvka,Bobrůvka
bohdalec,Bohdalec
bohdalov,Bohdalov
bory,Bory
boritov,Bořitov
boskovice,Boskovice
borac,Borač
borovnik,Borovník
boleradice,Boleradice
borkovany,Borkovany
bohate_malkovice,Bohaté Málkovice
bohdalice_pavlovice,Bohdalice-Pavlovice
bosovice,Bošovice
bohutice,Bohutice
boskovstejn,Boskovštejn
bozice,Božice
bouzov,Bouzov
bousin,Bousín
bochor,Bochoř
bohuslavky,Bohuslávky
bohdikov,Bohdíkov
borenovice,Bořenovice
bojkovice,Bojkovice
borsice_u_blatnice,Boršice u Blatnice
borsice,Boršice
bohuslavice_nad_vlari,Bohuslavice nad Vláří
bohuslavice_u_zlina,Bohuslavice u Zlína
bohusov,Bohušov
bocanovice,Bocanovice
bohumin,Bohumín
bordovice,Bordovice
bolatice,Bolatice
borstorf,Borstorf
bondelum,Bondelum
borgsum,Borgsum
bosbull,Bosbüll
bohmstedt,Bohmstedt
bordelum,Bordelum
bosau,Bosau
bokel,Bokel
bokholt_hanredder,Bokholt-Hanredder
borstel_hohenraden,Borstel-Hohenraden
boksee,Boksee
bothkamp,Bothkamp
borgdorf_seedorf,Borgdorf-Seedorf
bovenau,Bovenau
bordesholm,Bordesholm
borgstedt,Borgstedt
bornholt,Bornholt
borgwedel,Borgwedel
boren,Boren
bollingstedt,Bollingstedt
borstel,Borstel
bornhoved,Bornhöved
boostedt,Boostedt
borsfleth,Borsfleth
bokelrehm,Bokelrehm
bokhorst,Bokhorst
bokensdorf,Bokensdorf
bodenfelde,Bodenfelde
bovenden,Bovenden
bodensee,Bodensee
bockenem,Bockenem
