name_clean,name_real
peqin,Peqin
petronell_carnuntum,Petronell-Carnuntum
pernersdorf,Pernersdorf
pernegg,Pernegg
persenbeug_gottsdorf,Persenbeug-Gottsdorf
petzenkirchen,Petzenkirchen
perchtoldsdorf,Perchtoldsdorf
perschling,Perschling
pernitz,Pernitz
perwang_am_grabensee,Perwang am Grabensee
peuerbach,Peuerbach
pettenbach,Pettenbach
perg,Perg
peterskirchen,Peterskirchen
peilstein_im_muhlviertel,Peilstein im Mühlviertel
pennewang,Pennewang
peggau,Peggau
pernegg_an_der_mur,Pernegg an der Mur
pettnau,Pettnau
pettneu_am_arlberg,Pettneu am Arlberg
pepingen,Pepingen
peer,Peer
perwez,Perwez
pecq,Pecq
pepinster,Pepinster
perrefitte,Perrefitte
petit_val,Petit-Val
personico,Personico
penthalaz,Penthalaz
penthaz,Penthaz
penthereaz,Penthéréaz
perroy,Perroy
peseux,Peseux
perly_certoux,Perly-Certoux
petroupim,Petroupim
pecky,Pečky
pertoltice,Pertoltice
petrovice_i,Petrovice I
petrovice_ii,Petrovice II
petkovy,Petkovy
petrikov,Petříkov
petrov,Petrov
pecice,Pečice
petrovice,Petrovice
pec,Peč
pelechy,Pelechy
petrovice_u_susice,Petrovice u Sušice
pernarec,Pernarec
pernink,Pernink
pesvice,Pesvice
perstejn,Perštejn
peruc,Peruc
petrohrad,Petrohrad
pertoltice_pod_ralskem,Pertoltice pod Ralskem
perimov,Peřimov
petrovicky,Petrovičky
pecka,Pecka
pec_pod_snezkou,Pec pod Sněžkou
peralec,Perálec
pelhrimov,Pelhřimov
petruvky,Petrůvky
petravec,Petráveč
pernstejnske_jestrabi,Pernštejnské Jestřabí
perna,Perná
petrov_nad_desnou,Petrov nad Desnou
petruvka,Petrůvka
petrovice_u_karvine,Petrovice u Karviné
petrvald,Petřvald
pellworm,Pellworm
peissen,Peissen
peine,Peine
pegestorf,Pegestorf
pennigsehl,Pennigsehl
petershagen,Petershagen
petersberg,Petersberg
peterslahr,Peterslahr
peterswald_loffelscheid,Peterswald-Löffelscheid
perscheid,Perscheid
peffingen,Peffingen
pelm,Pelm
pellingen,Pellingen
perach,Perach
petershausen,Petershausen
penzing,Penzing
perlacher_forst,Perlacher Forst
petting,Petting
peissenberg,Peißenberg
peiting,Peiting
penzberg,Penzberg
perlesreut,Perlesreut
perkam,Perkam
perasdorf,Perasdorf
pemfling,Pemfling
pentling,Pentling
pettendorf,Pettendorf
pechbrunn,Pechbrunn
pettstadt,Pettstadt
pegnitz,Pegnitz
petersaurach,Petersaurach
petersdorf,Petersdorf
perl,Perl
pessin,Pessin
petershagen_eggersdorf,Petershagen/Eggersdorf
perleberg,Perleberg
peitz,Peitz
penkow,Penkow
penzlin,Penzlin
peenehagen,Peenehagen
penzin,Penzin
perlin,Perlin
penkun,Penkun
peenemunde,Peenemünde
penig,Penig
pegau,Pegau
petriroda,Petriroda
pennewitz,Pennewitz
peuschen,Peuschen
pederstrup,Pederstrup
pedersker,Pedersker
pedersborg,Pedersborg
peipsi_jarv,Peipsi järv
peipsiaare,Peipsiääre
pechina,Pechina
pedro_abad,Pedro Abad
pedroche,Pedroche
penarroya_pueblonuevo,Peñarroya-Pueblonuevo
pedro_martinez,Pedro Martínez
peligros,Peligros
peza_la,Peza, La
peal_de_becerro,Peal de Becerro
pegalajar,Pegalajar
periana,Periana
pedrera,Pedrera
pedroso_el,Pedroso, El
penaflor,Peñaflor
penalba,Peñalba
penas_de_riglos_las,Peñas de Riglos, Las
peralta_de_alcofea,Peralta de Alcofea
peralta_de_calasanz,Peralta de Calasanz
peraltilla,Peraltilla
perarrua,Perarrúa
pertusa,Pertusa
penarroya_de_tastavins,Peñarroya de Tastavins
peracense,Peracense
peralejos,Peralejos
perales_del_alfambra,Perales del Alfambra
pedrola,Pedrola
pedrosas_las,Pedrosas, Las
perdiguera,Perdiguera
penamellera_alta,Peñamellera Alta
penamellera_baja,Peñamellera Baja
pesoz,Pesoz
petra,Petra
penagos,Penagos
penarrubia,Peñarrubia
pesaguero,Pesaguero
pesquera,Pesquera
pedro_bernardo,Pedro Bernardo
pedro_rodriguez,Pedro-Rodríguez
peguerinos,Peguerinos
penalba_de_avila,Peñalba de Avila
pedrosa_de_duero,Pedrosa de Duero
pedrosa_del_paramo,Pedrosa del Páramo
pedrosa_del_principe,Pedrosa del Príncipe
