name_clean,name_real
berat,Berat
belsh,Belsh
bernstein,Bernstein
berg_im_drautal,Berg im Drautal
behamberg,Behamberg
berndorf,Berndorf
berg,Berg
bergern_im_dunkelsteinerwald,Bergern im Dunkelsteinerwald
bergland,Bergland
bernhardsthal,Bernhardsthal
berg_im_attergau,Berg im Attergau
bergheim,Bergheim
berndorf_bei_salzburg,Berndorf bei Salzburg
berwang,Berwang
bezau,Bezau
berlaar,Berlaar
beerse,Beerse
beersel,Beersel
bever_number_bievene,Bever#Biévène
begijnendijk,Begijnendijk
bekkevoort,Bekkevoort
bertem,Bertem
beernem,Beernem
berlare,Berlare
beveren,Beveren
beringen,Beringen
beauvechain,Beauvechain
beloeil,Beloeil
bernissart,Bernissart
beaumont,Beaumont
beyne_heusay,Beyne-Heusay
berloz,Berloz
bertogne,Bertogne
bertrix,Bertrix
beauraing,Beauraing
