category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Sebranice,sebranice,se,62.48,62.63,49.02
europe_lau,Sedliště,sedliste,se,40.64,68.75,-10.96
europe_lau,Sebranice,sebranice,se,51.62,71.67,87.14
europe_lau,Senetářov,senetarov,se,52.61,67.53,76.27
europe_lau,Šebetov,sebetov,se,60.97,65.35,48.34
europe_lau,Šebrov-Kateřina,sebrov_katerina,se,59.85,75.55,85.93
europe_lau,Selmice,selmice,se,46.94,63.94,67.39
europe_lau,Semín,semin,se,38.29,65.74,47.01
europe_lau,Sezemice,sezemice,se,45,59.91,80.98
europe_lau,Sedloňov,sedlonov,se,45.95,59.76,20.59
europe_lau,Semechnice,semechnice,se,39.83,54.71,-11.07
europe_lau,Semily,semily,se,58.85,64.7,78.39
europe_lau,Sentice,sentice,se,44.7,69.86,65.04
europe_lau,Šerkovice,serkovice,se,41.96,54.69,57.91
europe_lau,Sedlec,sedlec,se,51.63,62.12,55.23
europe_lau,Sehradice,sehradice,se,40.51,68.57,89.38
europe_lau,Seč,sec,se,40.24,55.73,11.84
europe_lau,Šedivec,sedivec,se,37.96,64.45,38.06
europe_lau,Sedlatice,sedlatice,se,37.49,46.64,17.59
europe_lau,Sedlejov,sedlejov,se,66.82,81.15,54.72
europe_lau,Senorady,senorady,se,45.72,51.86,36.52
europe_lau,Šebkovice,sebkovice,se,47.49,58.24,70.99
europe_lau,Sejřek,sejrek,se,43.06,69.21,-33.74
europe_lau,Sedlec,sedlec,se,61.96,68.75,62.48
europe_lau,Sedliště,sedliste,se,48.78,71.2,84.07
europe_lau,Šenov,senov,se,46.56,66.2,89.75
europe_lau,Sedlečko u Soběslavě,sedlecko_u_sobeslave,se,30.48,64.44,-77.33
europe_lau,Sezemice,sezemice,se,55.34,80.53,71.88
europe_lau,Sedlnice,sedlnice,se,37.89,60.36,94.75
europe_lau,Senftenbach,senftenbach,se,37.06,63.3,91.61
europe_lau,Seedorf,seedorf,se,56.32,70.78,69.59
europe_lau,Selent,selent,se,47.69,59.74,52.62
europe_lau,Seefeld,seefeld,se,32.32,56,99.36
europe_lau,Sehestedt,sehestedt,se,48.44,59.38,35.72
europe_lau,Seeth,seeth,se,42.97,62.64,-5.63
europe_lau,Seester,seester,se,52.87,67.36,57.58
