category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Unín,unin,un,37.42,50.38,84.22
europe_lau,Unterweißenbach,unterweissenbach,un,45.2,58.92,67.26
europe_lau,Unterweitersdorf,unterweitersdorf,un,53.94,60.98,67.48
europe_lau,Unkovice,unkovice,un,33.87,75.35,-106.23
europe_lau,Unčín,uncin,un,50.91,57.73,68.77
europe_lau,Únanov,unanov,un,67.2,70.69,47.11
europe_lau,Ungenach,ungenach,un,56.79,64.46,46.64
europe_lau,Unterach am Attersee,unterach_am_attersee,un,40.25,54.16,4.59
europe_lau,"Unna, Stadt",unna_stadt,un,49.52,67.11,6.86
europe_lau,Unternberg,unternberg,un,52.36,68.96,12.71
europe_lau,Undeloh,undeloh,un,47.23,67.36,23.85
europe_lau,Untertauern,untertauern,un,50.04,63.18,85.55
europe_lau,Unken,unken,un,40.03,58.17,-20.89
europe_lau,Unnau,unnau,un,33.68,47.92,6.78
europe_lau,Unzenberg,unzenberg,un,54.27,57.75,73.49
europe_lau,Unkenbach,unkenbach,un,59.51,74.47,84.58
europe_lau,Unzmarkt-Frauenburg,unzmarkt_frauenburg,un,52.2,68.12,44.38
europe_lau,Untershausen,untershausen,un,45.71,57.65,23.97
europe_lau,Unterensingen,unterensingen,un,52.52,67.65,10.69
europe_lau,Unterjeckenbach,unterjeckenbach,un,43.04,60.25,-5.95
europe_lau,Untereisesheim,untereisesheim,un,39.48,66.04,-15.77
europe_lau,Untergruppenbach,untergruppenbach,un,38.44,62.71,-50.68
europe_lau,Undenheim,undenheim,un,66.53,72.73,26.83
europe_lau,Unterreichenbach,unterreichenbach,un,24.45,28.83,39.25
europe_lau,Unterkirnach,unterkirnach,un,40.02,56.21,70.34
europe_lau,Untermünkheim,untermunkheim,un,60.4,66.15,54.38
europe_lau,Unterlamm,unterlamm,un,30.77,60.21,49.72
europe_lau,Unterschneidheim,unterschneidheim,un,48.74,62.54,0.28
europe_lau,Unterdietfurt,unterdietfurt,un,39.61,61.31,94.55
europe_lau,Untermarchtal,untermarchtal,un,44.11,65.97,92.45
europe_lau,Unterstadion,unterstadion,un,42.65,64.37,-11.75
europe_lau,Unterwachingen,unterwachingen,un,49.56,79.2,57.59
europe_lau,Unterperfuss,unterperfuss,un,45.98,65.97,92.06
europe_lau,Unterammergau,unterammergau,un,41.67,61.68,35.77
europe_lau,Unterdießen,unterdiessen,un,37.27,67.77,26.73
europe_lau,Unlingen,unlingen,un,54.99,56.35,33.82
europe_lau,Unterwaldhausen,unterwaldhausen,un,41.6,50.89,76.26
europe_lau,Unterneukirchen,unterneukirchen,un,66.73,72.46,55.11
europe_lau,Unterwössen,unterwossen,un,51.83,71.45,27.09
europe_lau,"Untergriesbach, M",untergriesbach_m,un,40.89,49.85,62.53
europe_lau,Unterföhring,unterfohring,un,59.37,70.38,26.72
europe_lau,Unterhaching,unterhaching,un,48.85,69.08,37.23
europe_lau,"Unterschleißheim, St",unterschleissheim_st,un,48.28,56.4,35.83
europe_lau,Untermeitingen,untermeitingen,un,39.39,68.63,-51.14
europe_lau,Ungerhausen,ungerhausen,un,47.26,59.66,82.09
europe_lau,Unteregg,unteregg,un,45.75,63.01,45.51
