name_clean,name_real
oster_jolby,Øster Jølby
oster_assels,Øster Assels
osterild,Østerild
oslos,Øsløs
oster_vandet,Øster Vandet
oster_bronderslev,Øster Brønderslev
oster_hjermitslev,Øster Hjermitslev
ostervra,Østervrå
osterbolle,Østerbølle
oster_hornum,Øster Hornum
oster_hurup,Øster Hurup
oster_svenstrup,Øster Svenstrup
oster_hassing_gaser_sogn,Øster Hassing-Gåser Sogn
ostbirk,Østbirk
oster_alling,Øster Alling
oster_torslev,Øster Tørslev
oster_bjerregrav,Øster Bjerregrav
oster_velling,Øster Velling
oster_snede,Øster Snede
oster_haesinge,Øster Hæsinge
oster_skerninge,Øster Skerninge
ostrup,Østrup
osby,Øsby
ose,Øse
oster_lindet,Øster Lindet
oster_logum,Øster Løgum
oster_starup,Øster Starup
oster_nykirke,Øster Nykirke
ostervold,Østervold
osterlarsker,Østerlarsker
ostermarie,Østermarie
oster_egede,Øster Egede
ostofte,Østofte
oster_ulslev,Øster Ulslev
oster_egesborg,Øster Egesborg
ostre_toten,Østre Toten
