category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Swisttal,swisttal,sw,60.24,63.58,65.39
europe_lau,Świdnica,swidnica,sw,53.03,66.6,83.9
europe_lau,Świebodzice,swiebodzice,sw,38.28,54.35,30.81
europe_lau,Świdnica,swidnica,sw,53.45,57.95,67.38
europe_lau,Świlcza,swilcza,sw,58.71,62.47,60.93
europe_lau,Świeszyno,swieszyno,sw,41.1,59.41,64.99
europe_lau,Świdwin,swidwin,sw,35.48,48.39,48.78
europe_lau,Świdwin,swidwin,sw,30.35,49.03,26.45
europe_lau,Świerczów,swierczow,sw,41.33,63.97,0.19
europe_lau,Świętajno,swietajno,sw,42.61,54.71,64.49
europe_lau,Świerzno,swierzno,sw,52.25,62,77.17
europe_lau,Świnoujście,swinoujscie,sw,49.21,55.84,42.2
europe_lau,Świedziebnia,swiedziebnia,sw,42.49,56.8,-3.35
europe_lau,Świecie nad Osą,swiecie_nad_osa,sw,44.79,66.45,49.72
europe_lau,Świeradów-Zdrój,swieradow_zdroj,sw,34.95,49.27,18.09
europe_lau,Świerzawa,swierzawa,sw,52.36,63.89,49
europe_lau,Święciechowa,swieciechowa,sw,48.24,55.87,53.46
europe_lau,Świecie,swiecie,sw,25.92,53.62,56.64
europe_lau,Świekatowo,swiekatowo,sw,56.53,65.58,73.01
europe_lau,Świercze,swiercze,sw,45.48,57.31,36.39
europe_lau,Swarzędz,swarzedz,sw,45.14,60.55,75.08
europe_lau,Swinford,swinford,sw,38.23,48.16,30.04
europe_lau,Swords,swords,sw,49.94,57.58,74.56
europe_lau,Świątniki Górne,swiatniki_gorne,sw,40.84,46.84,69.66
europe_lau,Świątki,swiatki,sw,64.2,65.74,53.67
europe_lau,Świętajno,swietajno,sw,49.89,54.76,69.71
europe_lau,Świebodzin,swiebodzin,sw,42.28,50.76,85.87
europe_lau,Świdnica,swidnica,sw,68.3,68.32,55.85
europe_lau,Świdnik,swidnik,sw,57.26,68.46,46.92
europe_lau,Świnice Warckie,swinice_warckie,sw,50.62,66.82,-2.18
europe_lau,Świnna,swinna,sw,29.35,58.25,8.49
europe_lau,Świerklaniec,swierklaniec,sw,70.94,77.85,50.94
europe_lau,Świętochłowice,swietochlowice,sw,39.61,63.65,97.92
europe_lau,Świerklany,swierklany,sw,50.24,63.51,61.56
