name_clean,name_real
lozenec,Лозенец
lozarevo,Лозарево
lozica,Лозица
logodaz,Логодаж
lozenica,Лозеница
loznica,Лозница
lovcanci,Ловчанци
lomnica,Ломница
lovnidol,Ловнидол
lozen,Лозен
lokvata,Локвата
lozno,Лозно
lozengradci,Лозенградци
lovec,Ловеч
lomec,Ломец
lom,Лом
lobos,Лобош
lovsko,Ловско
lom_cerkovna,Лом Черковна
lopusna,Лопушня
lopan,Лопян
lozevo,Лозево
lovci,Ловци
lokorsko,Локорско
lomci,Ломци
lozovo,Лозово
lokvica,Локвица
lozani,Ложани
lokov,Локов
logovardi,Логоварди
lopatica,Лопатица
lokveni,Локвени
loznani,Лознани
lozanovo,Лозаново
lopate,Лопате
lojane,Лојане
