name_clean,name_real
gramsh,Gramsh
grosshoflein,Großhöflein
grossmurbisch,Großmürbisch
grosswarasdorf,Großwarasdorf
grafenschachen,Grafenschachen
grosspetersdorf,Großpetersdorf
grafenstein,Grafenstein
grosskirchheim,Großkirchheim
greifenburg,Greifenburg
griffen,Griffen
gramatneusiedl,Gramatneusiedl
gross_enzersdorf,Groß-Enzersdorf
grosshofen,Großhofen
gross_schweinbarth,Groß-Schweinbarth
grossdietmanns,Großdietmanns
grossschonau,Großschönau
grabern,Grabern
grossmugl,Großmugl
grossrussbach,Großrußbach
grafenegg,Grafenegg
grossebersdorf,Großebersdorf
grossengersdorf,Großengersdorf
grossharras,Großharras
grosskrut,Großkrut
grafenbach_sankt_valentin,Grafenbach-Sankt Valentin
grimmenstein,Grimmenstein
grunbach_am_schneeberg,Grünbach am Schneeberg
gresten,Gresten
gresten_land,Gresten-Land
grafenworth,Grafenwörth
grossriedenthal,Großriedenthal
grossweikersdorf,Großweikersdorf
gross_siegharts,Groß-Siegharts
grafenschlag,Grafenschlag
gross_gerungs,Groß Gerungs
grossgottfritz,Großgöttfritz
grunbach,Grünbach
grunau_im_almtal,Grünau im Almtal
grieskirchen,Grieskirchen
grunburg,Grünburg
grein,Grein
grossraming,Großraming
gramastetten,Gramastetten
grodig,Grödig
grossgmain,Großgmain
grossarl,Großarl
graz,Graz
gross_sankt_florian,Groß Sankt Florian
gratkorn,Gratkorn
gratwein_strassengel,Gratwein-Straßengel
gralla,Gralla
grossklein,Großklein
grobming,Gröbming
grundlsee,Grundlsee
greinbach,Greinbach
grosssteinbach,Großsteinbach
grafendorf_bei_hartberg,Grafendorf bei Hartberg
grosswilfersdorf,Großwilfersdorf
gries_am_brenner,Gries am Brenner
gries_im_sellrain,Gries im Sellrain
grinzens,Grinzens
grins,Grins
gran,Grän
gramais,Gramais
