name_clean,name_real
lazareni,Lăzăreni
lapusnicel,Lăpuşnicel
lapusnicu_mare,Lăpuşnicu Mare
lazarea,Lăzarea
lapugiu_de_jos,Lăpugiu de Jos
lapus,Lăpuş
ladesti,Lădeşti
lapusata,Lăpuşata
lacusteni,Lăcusteni
