name_clean,name_real
mat,Mat
mallakaster,Mallakastër
maliq,Maliq
malesi_e_madhe,Malësi e madhe
marz,Marz
mattersburg,Mattersburg
mannersdorf_an_der_rabnitz,Mannersdorf an der Rabnitz
markt_sankt_martin,Markt Sankt Martin
mariasdorf,Mariasdorf
markt_allhau,Markt Allhau
markt_neuhodis,Markt Neuhodis
maria_rain,Maria Rain
maria_saal,Maria Saal
maria_worth,Maria Wörth
magdalensberg,Magdalensberg
mallnitz,Mallnitz
malta,Malta
mannersdorf_am_leithagebirge,Mannersdorf am Leithagebirge
maria_lanzendorf,Maria-Lanzendorf
mannsdorf_an_der_donau,Mannsdorf an der Donau
marchegg,Marchegg
markgrafneusiedl,Markgrafneusiedl
matzen_raggendorf,Matzen-Raggendorf
mailberg,Mailberg
maissau,Maissau
maria_laach_am_jauerling,Maria Laach am Jauerling
mautern_an_der_donau,Mautern an der Donau
mank,Mank
marbach_an_der_donau,Marbach an der Donau
maria_taferl,Maria Taferl
maria_enzersdorf,Maria Enzersdorf
maria_anzbach,Maria-Anzbach
markersdorf_haindorf,Markersdorf-Haindorf
mauerbach,Mauerbach
markt_piesting,Markt Piesting
matzendorf_holles,Matzendorf-Hölles
martinsberg,Martinsberg
maria_schmolln,Maria Schmolln
mattighofen,Mattighofen
mauerkirchen,Mauerkirchen
mauthausen,Mauthausen
mayrhof,Mayrhof
maria_neustift,Maria Neustift
manning,Manning
marchtrenk,Marchtrenk
mattsee,Mattsee
mariapfarr,Mariapfarr
mauterndorf,Mauterndorf
maishofen,Maishofen
maria_alm_am_steinernen_meer,Maria Alm am Steinernen Meer
mautern_in_steiermark,Mautern in Steiermark
maria_lankowitz,Maria Lankowitz
markt_hartmannsdorf,Markt Hartmannsdorf
mariazell,Mariazell
matrei_am_brenner,Matrei am Brenner
mariastein,Mariastein
matrei_in_osttirol,Matrei in Osttirol
mayrhofen,Mayrhofen
malle,Malle
machelen,Machelen
maldegem,Maldegem
maarkedal,Maarkedal
maaseik,Maaseik
maasmechelen,Maasmechelen
manage,Manage
marchin,Marchin
malmedy,Malmedy
martelange,Martelange
marche_en_famenne,Marche-en-Famenne
manhay,Manhay
