category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Slatina,slatina,sl,43.12,74.19,-42.16
europe_lau,Slatina nad Úpou,slatina_nad_upou,sl,43.49,66.19,93.62
europe_lau,Slavětín nad Metují,slavetin_nad_metuji,sl,46.14,69.57,14.32
europe_lau,Slavoňov,slavonov,sl,59.8,69.81,33.48
europe_lau,Sloup,sloup,sl,45.42,55.68,84.02
europe_lau,Slepotice,slepotice,sl,65.76,71.13,67.77
europe_lau,Slatina nad Zdobnicí,slatina_nad_zdobnici,sl,39.71,59.1,0.69
europe_lau,Slaná,slana,sl,37.83,61.41,-1.22
europe_lau,Slatina,slatina,sl,45.68,58.64,46.79
europe_lau,Slavkov,slavkov,sl,19.64,51.97,86.99
europe_lau,Šlapanice,slapanice,sl,57.57,71.95,62.76
europe_lau,Slavičín,slavicin,sl,42.62,53.48,55.06
europe_lau,Slopné,slopne,sl,34.05,74.67,96.88
europe_lau,Slušovice,slusovice,sl,37.65,56.75,66.27
europe_lau,Sloupnice,sloupnice,sl,54.16,63.05,48.44
europe_lau,Slatina,slatina,sl,42.33,71.47,57.58
europe_lau,Slavkov pod Hostýnem,slavkov_pod_hostynem,sl,47.04,67.2,4.63
europe_lau,Slavětice,slavetice,sl,58.79,79.56,73
europe_lau,Slavičky,slavicky,sl,42.16,58.85,97.87
europe_lau,Slatinky,slatinky,sl,48.43,62.97,31.32
europe_lau,Slezské Rudoltice,slezske_rudoltice,sl,38.43,58.44,18.09
europe_lau,Slapsko,slapsko,sl,40.83,66.32,53.02
europe_lau,Slapy,slapy,sl,39.9,56.99,97.84
europe_lau,Slavkov u Brna,slavkov_u_brna,sl,71.93,73.86,59.74
europe_lau,Slatina,slatina,sl,54.59,71.4,22.32
europe_lau,Slup,slup,sl,36.27,59.6,35.61
europe_lau,Slagelse,slagelse,sl,52.21,57.99,80.99
europe_lau,Сливен,sliven,sl,47.42,54.14,65.04
europe_lau,Сливница,slivnica,sl,54.49,64.81,27.74
europe_lau,Сливо поле,slivo_pole,sl,60.84,68.61,60.97
europe_lau,Slavkov,slavkov,sl,39.9,72.49,62.41
europe_lau,Služovice,sluzovice,sl,37.84,59.06,56.66
europe_lau,Slapy,slapy,sl,47.24,63.24,57.86
europe_lau,Slaný,slany,sl,48.64,58.63,22.53
europe_lau,Slatina,slatina,sl,43.93,58.64,15.09
europe_lau,Šlapanice,slapanice,sl,51.01,85.44,90.81
europe_lau,Slatina,slatina,sl,58.93,60.87,62.5
europe_lau,Slavonski Brod,slavonski_brod,sl,45.66,56.11,63.01
europe_lau,Slavonski Šamac,slavonski_samac,sl,49.55,64.74,28.75
europe_lau,Slivno,slivno,sl,29.58,49.03,21.01
europe_lau,Slunj,slunj,sl,49.79,58.73,57.02
europe_lau,Sloveč,slovec,sl,46.43,61.76,3.56
europe_lau,Slavošov,slavosov,sl,27.7,55.61,68.95
europe_lau,Slověnice,slovenice,sl,59.44,75.53,58.14
europe_lau,Slatinice,slatinice,sl,42.92,55.68,24.79
europe_lau,Sławno,slawno,sl,53.78,69.56,72.9
europe_lau,Sławno,slawno,sl,46.86,56.62,67.93
europe_lau,Sławoborze,slawoborze,sl,63,65.62,43.68
europe_lau,Slezské Pavlovice,slezske_pavlovice,sl,50.8,69.74,62.45
europe_lau,Ślesin,slesin,sl,61.46,69.37,60.14
europe_lau,Słupca,slupca,sl,54.36,59.38,37.77
europe_lau,Słupca,slupca,sl,44.72,54.78,41.35
europe_lau,Śliwice,sliwice,sl,58.61,67.05,64.03
europe_lau,Słupsk,slupsk,sl,40.42,49.22,30.3
europe_lau,Słupsk,slupsk,sl,56.26,63.63,37.76
europe_lau,Slavětín,slavetin,sl,25.65,46.88,91.32
europe_lau,Slavětín,slavetin,sl,37.61,60.38,16.65
europe_lau,Slavče,slavce,sl,44.56,74.88,93.49
europe_lau,Slaník,slanik,sl,40.41,60.4,-27.8
europe_lau,Sligo-Drumcliff,sligo_drumcliff,sl,39.39,52.48,92.41
europe_lau,Sligo-Strandhill,sligo_strandhill,sl,31.32,56.96,-70.57
europe_lau,Slunečná,slunecna,sl,50.25,58.29,56.68
europe_lau,Slabce,slabce,sl,57.3,63.73,64.04
europe_lau,Sluhy,sluhy,sl,43.23,62.51,51.65
europe_lau,Sluštice,slustice,sl,58.6,77.37,65.76
europe_lau,Slavonice,slavonice,sl,47.69,59.83,28.9
europe_lau,Slavíkovice,slavikovice,sl,29.5,62.11,23.57
europe_lau,Slavníč,slavnic,sl,39.92,59.12,75.6
europe_lau,Slabčice,slabcice,sl,39.79,59.64,29.74
europe_lau,Sloupno,sloupno,sl,49.19,68.87,96.19
europe_lau,Sluderno/Schluderns,sluderno_schluderns,sl,55.03,66.97,29.78
europe_lau,Slanec,slanec,sl,41.93,57.54,85.12
europe_lau,Slanská Huta,slanska_huta,sl,28.48,40.45,67.04
europe_lau,Slanské Nové Mesto,slanske_nove_mesto,sl,30.2,56.21,90.88
europe_lau,Slatiny,slatiny,sl,44.56,68.57,36.41
europe_lau,Služátky,sluzatky,sl,59.16,69.89,52.18
europe_lau,Slovenská Ľupča,slovenska_lupca,sl,61.88,65.5,47.22
europe_lau,Slivník,slivnik,sl,46.44,66.17,-20.11
europe_lau,Slatiňany,slatinany,sl,53.18,59.39,68
europe_lau,Slovenské Nové Mesto,slovenske_nove_mesto,sl,38.75,48.74,72.99
europe_lau,Slatina,slatina,sl,76.1,72.8,53.58
europe_lau,Slobozia Conachi,slobozia_conachi,sl,36.97,52.49,60.41
europe_lau,Slovenská Nová Ves,slovenska_nova_ves,sl,45.66,83.92,77.48
europe_lau,Slavnica,slavnica,sl,17.54,67.4,61.01
europe_lau,Slopná,slopna,sl,47.18,62.1,85.94
europe_lau,Slovany,slovany,sl,15.48,44.28,11.9
europe_lau,Slovenské Pravno,slovenske_pravno,sl,51.66,66.29,29.59
europe_lau,Slančík,slancik,sl,50.7,74.75,65.74
europe_lau,Sládkovičovo,sladkovicovo,sl,43.61,59.24,-4.23
europe_lau,Slivileşti,slivilesti,sl,27.52,54.42,40.25
europe_lau,Slavkovce,slavkovce,sl,46.32,72.21,-33.14
europe_lau,Sliepkovce,sliepkovce,sl,39.6,65.45,83.61
europe_lau,Slatinské Lazy,slatinske_lazy,sl,54.68,63.31,71.43
europe_lau,Sliač,sliac,sl,21.37,49.98,5.97
europe_lau,Slavíkov,slavikov,sl,52.55,67.98,44.92
europe_lau,Sľažany,slazany,sl,60.79,81.81,67.69
europe_lau,Slepčany,slepcany,sl,48.76,69.36,33.47
europe_lau,Slatina nad Bebravou,slatina_nad_bebravou,sl,54.3,68.89,66.56
europe_lau,Slatinka nad Bebravou,slatinka_nad_bebravou,sl,31.54,64.61,72.35
europe_lau,Slobozia,slobozia,sl,37.26,60.91,61.88
europe_lau,Slovenská Ves,slovenska_ves,sl,38.12,55.1,84.66
europe_lau,Sloupno,sloupno,sl,44.67,67.87,-17.86
europe_lau,Slizké,slizke,sl,36.98,69.24,71.43
europe_lau,Slovenská Kajňa,slovenska_kajna,sl,37.24,46.07,55.56
europe_lau,Šlapanov,slapanov,sl,38.16,51.24,2.93
europe_lau,Slovenské Ďarmoty,slovenske_darmoty,sl,42.31,55.96,3.56
europe_lau,Slovenské Kľačany,slovenske_klacany,sl,49.25,81.27,48.65
europe_lau,Slavhostice,slavhostice,sl,47.16,70.52,91.5
europe_lau,Slatvina,slatvina,sl,42.25,67.72,49.3
europe_lau,Slovinky,slovinky,sl,39.46,64.04,-16.72
europe_lau,Slovenská Volová,slovenska_volova,sl,40.01,48.21,55.95
europe_lau,Slovenské Krivé,slovenske_krive,sl,57.09,70.91,83.82
europe_lau,Šléglov,sleglov,sl,18.64,57.64,87.1
europe_lau,Slavec,slavec,sl,44.98,64.7,58.45
europe_lau,Slavoška,slavoska,sl,44.84,70.48,98.11
europe_lau,Slavošovce,slavosovce,sl,38.62,48.58,81.1
europe_lau,Slovenský Grob,slovensky_grob,sl,35.62,59.15,-43.52
europe_lau,Słubice,slubice,sl,46.28,64.87,80.68
europe_lau,Słupno,slupno,sl,50.13,57.93,32.8
europe_lau,Slatina,slatina,sl,67.91,82.07,39.38
europe_lau,Slatina-Timiş,slatina_timis,sl,22.99,56.12,-95.32
europe_lau,Slaská,slaska,sl,32.98,70.2,90.36
europe_lau,Slovenj Gradec,slovenj_gradec,sl,59.07,72.38,42.47
europe_lau,Slovenska Bistrica,slovenska_bistrica,sl,38.3,63.1,22.04
europe_lau,Slovenske Konjice,slovenske_konjice,sl,50.39,71.76,8.82
europe_lau,Slobozia Moară,slobozia_moara,sl,58.48,70.79,26.43
europe_lau,Slavětín,slavetin,sl,49,71.03,89.21
europe_lau,Slobozia Bradului,slobozia_bradului,sl,35.34,61.78,55.65
europe_lau,Slobozia Ciorăşti,slobozia_ciorasti,sl,49.08,64.11,56.21
europe_lau,Slatina,slatina,sl,57.26,72.15,41.09
europe_lau,Słupia,slupia,sl,29.67,53.89,-26.68
europe_lau,Sławatycze,slawatycze,sl,60.47,65.76,29.31
europe_lau,Sławków,slawkow,sl,49.63,64.06,36.88
europe_lau,Słubice,slubice,sl,41.45,64.07,97.3
europe_lau,Slatina,slatina,sl,37.47,52.52,49.87
europe_lau,Słomniki,slomniki,sl,62.03,61.99,64.82
europe_lau,Sliedrecht,sliedrecht,sl,51.36,74.02,-4.63
europe_lau,Slava Cercheză,slava_cercheza,sl,53.62,62.25,36.43
europe_lau,Sloup v Čechách,sloup_v_cechach,sl,36.99,52.34,47.96
europe_lau,Słaboszów,slaboszow,sl,41.03,59.74,-13.98
europe_lau,Słońsk,slonsk,sl,43.75,62.48,-11.48
europe_lau,Sława,slawa,sl,49.1,53.8,58.63
europe_lau,Słopnice,slopnice,sl,50.09,74.32,72.34
europe_lau,Sluis,sluis,sl,56.04,67.66,24.37
europe_lau,Slătioara,slatioara,sl,54.94,66.94,35.72
europe_lau,Sławno,slawno,sl,49.48,71.05,82.78
europe_lau,Slobozia Mândra,slobozia_mandra,sl,36.42,64.04,10.67
europe_lau,Šluknov,sluknov,sl,58.46,66.95,49.88
europe_lau,Ślemień,slemien,sl,59.03,66.44,67.15
europe_lau,Slobozia,slobozia,sl,64.5,81.19,43.19
europe_lau,Słupia,slupia,sl,33.99,60.41,-1.34
europe_lau,Słupia Konecka,slupia_konecka,sl,61.48,65.04,53.99
europe_lau,Slimnic,slimnic,sl,49.04,61.84,15.92
europe_lau,Slatina,slatina,sl,62.6,66.61,45.74
europe_lau,Slătioara,slatioara,sl,58.82,64.42,73.34
