category,name,slug,prefix,roundness,rectangularity,mobile_fit
austria_municipalities,Tulbing,tulbing,tu,53.88,63.77,47.36
austria_municipalities,Tulfes,tulfes,tu,23.16,56.89,75.82
austria_municipalities,Tulln an der Donau,tulln_an_der_donau,tu,47.63,54.19,37.37
austria_municipalities,Tullnerbach,tullnerbach,tu,34.57,60.82,88.43
austria_municipalities,Tumeltsham,tumeltsham,tu,65.75,64.2,60.46
austria_municipalities,Turnau,turnau,tu,41.36,49.89,46.84
austria_municipalities,Tux,tux,tu,42.5,61.8,89.65
austria_municipalities,Türnitz,turnitz,tu,46.19,63.05,62.21
