name_clean,name_real
mlada_boleslav,Mladá Boleslav
mladosovice,Mladošovice
mlada_vozice,Mladá Vožice
mlyny,Mlýny
mlynske_struhadlo,Mlýnské Struhadlo
mlady_smolivec,Mladý Smolivec
mladotice,Mladotice
mlecice,Mlečice
mlekojedy,Mlékojedy
mlekosrby,Mlékosrby
mladejov,Mladějov
mlazovice,Mlázovice
mlade_buky,Mladé Buky
mladonovice,Mladoňovice
mladejov_na_morave,Mladějov na Moravě
mladkov,Mladkov
mlade_briste,Mladé Bříště
mladec,Mladeč
mladejovice,Mladějovice
mladecko,Mladecko
mljet,Mljet
mladenovac,Mladenovac
mlaka_nad_luso,Mlaka nad Lušo
mlescevo,Mleščevo
mlinsko,Mlinsko
mlaka_pri_kocevju,Mlaka pri Kočevju
mlaka_pri_kocevski_reki,Mlaka pri Kočevski Reki
mlaka_pri_kranju,Mlaka pri Kranju
mladje,Mladje
mlake,Mlake
mlajtinci,Mlajtinci
mlaka,Mlaka
mlace,Mlače
mlinse,Mlinše
mladzovo,Mládzovo
mlynceky,Mlynčeky
mlynica,Mlynica
mlynarovce,Mlynárovce
mlynky,Mlynky
