category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Zvolenovice,zvolenovice,zv,53.77,61.24,38.01
europe_lau,Zvěrkovice,zverkovice,zv,59.8,68.69,72.05
europe_lau,Zvole,zvole,zv,35.3,50.78,97.33
europe_lau,Zvíkov,zvikov,zv,51.16,65.82,20.1
europe_lau,Zvíkovec,zvikovec,zv,46.05,55.01,67.98
europe_lau,Zvánovice,zvanovice,zv,52.33,68.1,52.31
europe_lau,Zvole,zvole,zv,56.66,64.03,35.79
europe_lau,Zvoleněves,zvoleneves,zv,65.6,80.48,58.13
europe_lau,Zvole,zvole,zv,44.72,62.83,14.99
europe_lau,Zvotoky,zvotoky,zv,57.05,74.33,70.06
europe_lau,Zvíkov,zvikov,zv,62.09,63.67,43.11
europe_lau,Zvěřínek,zverinek,zv,51.98,68.43,37.24
europe_lau,Zvěstov,zvestov,zv,68.15,72.07,68.17
europe_lau,Zvěrotice,zverotice,zv,52.68,71.92,-14.41
europe_lau,Zvěstovice,zvestovice,zv,41.65,62.38,70.26
europe_lau,Zvolen,zvolen,zv,42.15,58.49,67.2
europe_lau,Zvončín,zvoncin,zv,36.06,61.18,33.37
europe_lau,Zvolenská Slatina,zvolenska_slatina,zv,56.41,68.35,87.21
europe_lau,Zvoriştea,zvoristea,zv,58.47,71.08,48.38
europe_lau,Zvíkovské Podhradí,zvikovske_podhradi,zv,45.74,57.57,59.47
