name_clean,name_real
schutzen_am_gebirge,Schützen am Gebirge
schattendorf,Schattendorf
schachendorf,Schachendorf
schandorf,Schandorf
schiefling_am_worthersee,Schiefling am Wörthersee
schonau_an_der_triesting,Schönau an der Triesting
scharndorf,Scharndorf
schwadorf,Schwadorf
schwechat,Schwechat
schonkirchen_reyersdorf,Schönkirchen-Reyersdorf
schrems,Schrems
schrattenthal,Schrattenthal
schonberg_am_kamp,Schönberg am Kamp
schonbuhel_aggsbach,Schönbühel-Aggsbach
schollach,Schollach
schrattenberg,Schrattenberg
scheiblingkirchen_thernberg,Scheiblingkirchen-Thernberg
schottwien,Schottwien
schrattenbach,Schrattenbach
schwarzau_am_steinfeld,Schwarzau am Steinfeld
schwarzau_im_gebirge,Schwarzau im Gebirge
schwarzenbach_an_der_pielach,Schwarzenbach an der Pielach
scheibbs,Scheibbs
schwarzenbach,Schwarzenbach
schonbach,Schönbach
schwarzenau,Schwarzenau
schweiggers,Schweiggers
schalchen,Schalchen
schwand_im_innkreis,Schwand im Innkreis
scharten,Scharten
schonau_im_muhlkreis,Schönau im Mühlkreis
scharnstein,Scharnstein
schlusslberg,Schlüßlberg
schlierbach,Schlierbach
schwertberg,Schwertberg
schildorn,Schildorn
schonegg,Schönegg
schwarzenberg_am_bohmerwald,Schwarzenberg am Böhmerwald
scharding,Schärding
schardenberg,Schardenberg
schiedlberg,Schiedlberg
schenkenfelden,Schenkenfelden
schlatt,Schlatt
schorfling_am_attersee,Schörfling am Attersee
schwanenstadt,Schwanenstadt
schleissheim,Schleißheim
scheffau_am_tennengebirge,Scheffau am Tennengebirge
schleedorf,Schleedorf
schwarzach_im_pongau,Schwarzach im Pongau
schwanberg,Schwanberg
schwarzautal,Schwarzautal
schladming,Schladming
schoder,Schöder
scheifling,Scheifling
schaffern,Schäffern
scharnitz,Scharnitz
schmirn,Schmirn
schonberg_im_stubaital,Schönberg im Stubaital
schwendt,Schwendt
scheffau_am_wilden_kaiser,Scheffau am Wilden Kaiser
schwoich,Schwoich
schonwies,Schönwies
schlaiten,Schlaiten
schattwald,Schattwald
schlitters,Schlitters
schwaz,Schwaz
schwendau,Schwendau
schruns,Schruns
schnepfau,Schnepfau
schoppernau,Schoppernau
schrocken,Schröcken
schwarzach,Schwarzach
schwarzenberg,Schwarzenberg
schlins,Schlins
schnifis,Schnifis
schelle,Schelle
schilde,Schilde
schoten,Schoten
scherpenheuvel_zichem,Scherpenheuvel-Zichem
schaarbeek_number_schaerbeek,Schaarbeek#Schaerbeek
schleinikon,Schleinikon
schofflisdorf,Schöfflisdorf
schonenberg_zh,Schönenberg (ZH)
schwerzenbach,Schwerzenbach
schlatt_zh,Schlatt (ZH)
schlieren,Schlieren
schelten,Schelten
scheuren,Scheuren
schwadernau,Schwadernau
schupfen,Schüpfen
schwarzhausern,Schwarzhäusern
schangnau,Schangnau
schlosswil,Schlosswil
schwarzenburg,Schwarzenburg
schwendibach,Schwendibach
schwanden_bei_brienz,Schwanden bei Brienz
schattenhalb,Schattenhalb
schongau,Schongau
schenkon,Schenkon
schotz,Schötz
schupfheim,Schüpfheim
schattdorf,Schattdorf
schubelbach,Schübelbach
schwyz,Schwyz
schmitten_fr,Schmitten (FR)
schnottwil,Schnottwil
schonenwerd,Schönenwerd
schonenbuch,Schönenbuch
schaffhausen,Schaffhausen
schleitheim,Schleitheim
schonengrund,Schönengrund
schwellbrunn,Schwellbrunn
schlatt_haslen,Schlatt-Haslen
schwende,Schwende
schanis,Schänis
schmerikon,Schmerikon
schmitten_gr,Schmitten (GR)
scuol,Scuol
schiers,Schiers
schluein,Schluein
scharans,Scharans
scherz,Scherz
schinznach_bad,Schinznach-Bad
schinznach,Schinznach
schlossrued,Schlossrued
schmiedrued,Schmiedrued
schoftland,Schöftland
schwaderloch,Schwaderloch
schafisheim,Schafisheim
schupfart,Schupfart
schneisingen,Schneisingen
schlatt_tg,Schlatt (TG)
schonholzerswilen,Schönholzerswilen
schorov,Schořov
schleswig_holstein,Schleswig-Holstein
schmedeswurth,Schmedeswurth
schalkholz,Schalkholz
schlichting,Schlichting
schafstedt,Schafstedt
schrum,Schrum
schulp,Schülp
schwarzenbek,Schwarzenbek
schretstaken,Schretstaken
schulendorf,Schulendorf
schnakenbek,Schnakenbek
schmilau,Schmilau
schiphorst,Schiphorst
schonberg,Schönberg
schurensohlen,Schürensöhlen
schwesing,Schwesing
schwabstedt,Schwabstedt
scharbeutz,Scharbeutz
schashagen,Schashagen
