name_clean,name_real
burgas,Бургас
bucino,Бучино
bukovo,Буково
budilci,Будилци
buncevo,Бунцево
bura,Буря
bubino,Бубино
buranovo,Бураново
bunovo,Буново
buk,Бук
bukovec,Буковец
butreva,Бутрева
businci,Бусинци
butroinci,Бутроинци
bukovl_k,Буковлък
bukorovci,Букоровци
buzakovci,Бузяковци
bucin_prohod,Бучин проход
bujnovica,Буйновица
bujnovo,Буйново
bukova_polana,Букова поляна
burevo,Бурево
bukacite,Букаците
bukata,Буката
busmanci,Бусманци
buhovo,Бухово
buzovgrad,Бузовград
bukak,Букак
buhovci,Буховци
bulair,Булаир
butan,Бутан
bujnovci,Буйновци
butovo,Бутово
buzalkovo,Бузалково
bunarce,Бунарче
burilovci,Буриловци
busilci,Бусилци
budinarci,Будинарци
bunes,Бунеш
buciste,Бучиште
burilcevo,Бурилчево
bukojcani,Букојчани
burinec,Буринец
buluntuli,Булунтули
bucim,Бучим
bucin,Бучин
budakovo,Будаково
budimirci,Будимирци
bukovlane,Буковљане
bulacani,Булачани
bujkovci,Бујковци
bunardik,Бунарџик
bucinci,Бучинци
bukovik,Буковиќ
