name_clean,name_real
cechtice,Čechtice
cercany,Čerčany
cerveny_ujezd,Červený Újezd
cesky_sternberk,Český Šternberk
cernuc,Černuc
cervene_pecky,Červené Pečky
cesky_brod,Český Brod
cejkovice,Čejkovice
cerniny,Černíny
cervene_janovice,Červené Janovice
cestin,Čestín
cecelice,Čečelice
cerniky,Černíky
cerne_voderady,Černé Voděrady
celakovice,Čelákovice
cestlice,Čestlice
cernolice,Černolice
cernosice,Černošice
cenkov,Čenkov
ceske_budejovice,České Budějovice
cenkov_u_bechyne,Čenkov u Bechyně
cesky_krumlov,Český Krumlov
cerna_v_posumavi,Černá v Pošumaví
cerveny_hradek,Červený Hrádek
ceske_velenice,České Velenice
cesky_rudolec,Český Rudolec
cecelovice,Čečelovice
cejetice,Čejetice
ceprovice,Čepřovice
cestice,Čestice
cernysovice,Černýšovice
cermna,Čermná
ceska_kubice,Česká Kubice
cecovice,Čečovice
cernovice,Černovice
cervene_porici,Červené Poříčí
cernikov,Černíkov
ceminy,Čeminy
ceska_briza,Česká Bříza
cernikovice,Černíkovice
cernosin,Černošín
cernava,Černava
ceska_kamenice,Česká Kamenice
cernoucek,Černouček
cerneves,Černěves
cerniv,Černiv
ceradice,Čeradice
cerncice,Černčice
cesky_jiretin,Český Jiřetín
ceska_lipa,Česká Lípa
cernousy,Černousy
cesky_dub,Český Dub
cernilov,Černilov
cernozice,Černožice
cervena_tremesna,Červená Třemešná
cesov,Češov
cervena_hora,Červená Hora
cerveny_kostelec,Červený Kostelec
ceska_cermna,Česká Čermná
ceska_metuje,Česká Metuje
ceska_skalice,Česká Skalice
cermna_nad_orlici,Čermná nad Orlicí
ceske_mezirici,České Meziříčí
cerny_dul,Černý Důl
ceske_lhotice,České Lhotice
cerna_u_bohdance,Černá u Bohdanče
ceperka,Čeperka
cepi,Čepí
cenkovice,Čenkovice
cervena_voda,Červená Voda
ceska_rybna,Česká Rybná
ceska_trebova,Česká Třebová
ceske_hermanice,České Heřmanice
ceske_libchavy,České Libchavy
ceske_petrovice,České Petrovice
ceckovice,Čečkovice
ceska_bela,Česká Bělá
cernic,Černíč
celistna,Čelistná
cejov,Čejov
cervena_recice,Červená Řečice
cernov,Černov
cechocovice,Čechočovice
cechtin,Čechtín
cervena_lhota,Červená Lhota
cerna,Černá
cerna_hora,Černá Hora
cebin,Čebín
ceska,Česká
cernvir,Černvír
cejc,Čejč
celoznice,Čeložnice
cermakovice,Čermákovice
cernin,Černín
cerna_voda,Černá Voda
ceska_ves,Česká Ves
cervenka,Červenka
cehovice,Čehovice
cechy_pod_kosirem,Čechy pod Kosířem
celcice,Čelčice
celechovice_na_hane,Čelechovice na Hané
celechovice,Čelechovice
cernotin,Černotín
cechy,Čechy
celadna,Čeladná
cesky_tesin,Český Těšín
cermna_ve_slezsku,Čermná ve Slezsku
ceminac,Čeminac
cepin,Čepin
cekiske,Čekiškė
cezsoca,Čezsoča
cedem,Čedem
cesnjevek,Češnjevek
ceplez,Čeplez
cetez_pri_strugah,Četež pri Strugah
cesenik,Češenik
cetena_ravan,Četena Ravan
cepinci,Čepinci
cece_del,Čeče - del
cekovnik,Čekovnik
celje,Čelje
cesnjice_pri_zagradcu,Češnjice pri Zagradcu
cesnjice_v_tuhinju,Češnjice v Tuhinju
ceplje,Čeplje
cehovini,Čehovini
centur,Čentur
cezarji,Čežarji
cepulje,Čepulje
centiba,Čentiba
cesnjica,Češnjica
cesnjice,Češnjice
cesnjice_pri_moravcah,Češnjice pri Moravčah
cernelavci,Černelavci
cepovan,Čepovan
cesca_vas,Češča vas
cepno,Čepno
cesnjica_pri_kropi,Češnjica pri Kropi
celovnik,Čelovnik
cebine,Čebine
cetez_pri_turjaku,Četež pri Turjaku
cemsenik,Čemšenik
cemse,Čemše
cermozise,Čermožiše
cesnjice_pri_trebelnem,Češnjice pri Trebelnem
celevec,Čelevec
cenkovce,Čenkovce
cervenik,Červeník
cerveny_kamen,Červený Kameň
celkova_lehota,Čelkova Lehota
cerenany,Čereňany
celadice,Čeľadice
cechynce,Čechynce
cernik,Černík
cermany,Čermany
celadince,Čeľadince
cerveny_hradok,Červený Hrádok
cerin,Čerín
cekovce,Čekovce
ceske_brezovo,České Brezovo
cerencany,Čerenčany
cebovce,Čebovce
celare,Čeláre
celovce,Čelovce
cervenany,Červeňany
cernina,Černina
cerveny_klastor,Červený Kláštor
certizne,Čertižné
cervenica,Červenica
cervenica_pri_sabinove,Červenica pri Sabinove
cecejovce,Čečejovce
cecehov,Čečehov
cerhov,Čerhov
cernochov,Černochov
