name_clean,name_real
zgorzelec,Zgorzelec
zgierz,Zgierz
zgornja_pohanca,Zgornja Pohanca
zgornji_obrez,Zgornji Obrež
zgornji_brnik,Zgornji Brnik
zgornji_velovlek,Zgornji Velovlek
zgornje_jarse,Zgornje Jarše
zgornja_korena,Zgornja Korena
zgornji_duplek,Zgornji Duplek
zgornja_slivnica,Zgornja Slivnica
zgornje_duplice,Zgornje Duplice
zgornja_draga,Zgornja Draga
zgornje_palovce,Zgornje Palovče
zgornje_stranje,Zgornje Stranje
zgornji_motnik,Zgornji Motnik
zgornji_tuhinj,Zgornji Tuhinj
zgornje_jablane,Zgornje Jablane
zgornje_skofije,Zgornje Škofije
zgornja_besnica,Zgornja Besnica
zgornje_bitnje,Zgornje Bitnje
zgornja_radovna,Zgornja Radovna
zgornja_kungota,Zgornja Kungota
zgornje_vrtice,Zgornje Vrtiče
zgornja_recica,Zgornja Rečica
zgornja_volicina,Zgornja Voličina
zgornji_zerjavci,Zgornji Žerjavci
zgornji_log,Zgornji Log
zglavnica,Zglavnica
zgornja_jevnica,Zgornja Jevnica
zgornji_hotic,Zgornji Hotič
zgornje_gameljne,Zgornje Gameljne
zgornji_kamenscak,Zgornji Kamenščak
zgornje_loke,Zgornje Loke
zgornje_praprece,Zgornje Prapreče
zgornji_petelinjek,Zgornji Petelinjek
zgornja_sveca,Zgornja Sveča
zgornji_slemen_del,Zgornji Slemen - del
zgornja_senica,Zgornja Senica
zgornje_pirnice,Zgornje Pirniče
zgornja_dobrava,Zgornja Dobrava
zgornja_javorsica,Zgornja Javoršica
zgornje_koseze,Zgornje Koseze
zgornji_prekar,Zgornji Prekar
zgornji_tustanj,Zgornji Tuštanj
zgornje_duplje,Zgornje Duplje
zgornji_cacic,Zgornji Čačič
zgornje_hlapje,Zgornje Hlapje
zgornji_jakobski_dol,Zgornji Jakobski Dol
zgornja_kapla,Zgornja Kapla
zgornja_bela,Zgornja Bela
zgornja_gorica,Zgornja Gorica
zgornji_kocjan,Zgornji Kocjan
zgornja_vizinga,Zgornja Vižinga
zgornji_kozji_vrh,Zgornji Kozji Vrh
zgornja_lipnica,Zgornja Lipnica
zgornji_otok,Zgornji Otok
zgosa,Zgoša
zgornja_kostrivnica,Zgornja Kostrivnica
zgornje_negonje,Zgornje Negonje
zgornje_secovo,Zgornje Sečovo
zgornji_gabernik,Zgornji Gabernik
zgornje_mladetice,Zgornje Mladetiče
zgornje_vodale,Zgornje Vodale
zgornji_razbor,Zgornji Razbor
zgornja_bistrica,Zgornja Bistrica
zgornja_breznica,Zgornja Brežnica
zgornja_loznica,Zgornja Ložnica
zgornja_nova_vas,Zgornja Nova vas
zgornja_polskava,Zgornja Polskava
zgornje_prebukovje,Zgornje Prebukovje
zgornja_pristava,Zgornja Pristava
zgornje_laze,Zgornje Laže
zgornji_drazen_vrh,Zgornji Dražen Vrh
zgornja_velka,Zgornja Velka
zgornje_dobrenje,Zgornje Dobrenje
zgornje_gradisce,Zgornje Gradišče
zgornje_selce,Zgornje Selce
zgornje_slemene,Zgornje Slemene
zgornja_lusa,Zgornja Luša
zgornje_tinsko,Zgornje Tinsko
zgornje_vetrno,Zgornje Vetrno
zgonce,Zgonče
zgornji_leskovec,Zgornji Leskovec
zgornji_prhovec,Zgornji Prhovec
zgornja_sorica,Zgornja Sorica
zgornje_danje,Zgornje Danje
zgornje_gorce,Zgornje Gorče
zgornja_hajdina,Zgornja Hajdina
zgornje_hoce,Zgornje Hoče
zgornje_jezersko,Zgornje Jezersko
zgornje_grusovje,Zgornje Grušovje
zgornje_gruskovje,Zgornje Gruškovje
zgornja_orlica,Zgornja Orlica
zgornji_janzevski_vrh,Zgornji Janževski Vrh
zgornji_lehen_na_pohorju,Zgornji Lehen na Pohorju
zgornja_selnica,Zgornja Selnica
zgornji_boc,Zgornji Boč
zgornja_backova,Zgornja Bačkova
zgornja_rocica,Zgornja Ročica
zgornja_scavnica,Zgornja Ščavnica
zgornje_grusovlje,Zgornje Grušovlje
zgornje_roje,Zgornje Roje
zgornja_jablanica,Zgornja Jablanica
zgornje_konjisce,Zgornje Konjišče
zgornje_poljcane,Zgornje Poljčane
zgornja_senarska,Zgornja Senarska
zgornje_verjane,Zgornje Verjane
zgornji_porcic,Zgornji Porčič
zgornje_gorje,Zgornje Gorje
zgornje_pobrezje,Zgornje Pobrežje
zgornje_partinje,Zgornje Partinje
zgornji_gasteraj,Zgornji Gasteraj
