category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Hýsly,hysly,hy,23.07,52.78,84.04
europe_lau,Hyrynsalmi,hyrynsalmi,hy,37,68.83,22.14
europe_lau,Hyvinkää,hyvinkaa,hy,44.61,61.7,3.27
europe_lau,Hyémondans,hyemondans,hy,32.16,57.5,92.75
europe_lau,Hyèvre-Magny,hyevre_magny,hy,36.88,49.64,11.7
europe_lau,Hyds,hyds,hy,51.6,61.71,76.12
europe_lau,Hyèvre-Paroisse,hyevre_paroisse,hy,25.68,48.6,10.35
europe_lau,Hymont,hymont,hy,49.86,73.78,5.34
europe_lau,Hypercourt,hypercourt,hy,62.61,61.45,60.36
europe_lau,Hyères,hyeres,hy,32.93,43.19,93.38
europe_lau,Hynčina,hyncina,hy,57.16,68.4,34.51
europe_lau,Hyet,hyet,hy,47.45,55.83,65.94
europe_lau,Hýskov,hyskov,hy,59.66,70.69,34.01
europe_lau,Hyżne,hyzne,hy,38.46,59.67,44.55
europe_lau,Hyllestad,hyllestad,hy,38.67,52.66,55.31
europe_lau,Hybrálec,hybralec,hy,47.58,66.32,68.21
europe_lau,Hynčice,hyncice,hy,58.06,81.45,75.69
europe_lau,Hybe,hybe,hy,28.04,50.83,76.56
europe_lau,Hylte,hylte,hy,47.75,65.6,-8
europe_lau,Hýľov,hylov,hy,52.73,72.44,55.7
