name_clean,name_real
drankovec,Дрянковец
draganovo,Драганово
draka,Драка
dracevo,Драчево
draganci,Драганци
dragovo,Драгово
dropla,Дропла
drenkovo,Дренково
dragus,Драгуш
drangovo,Дрангово
drenovo,Дреново
drakata,Драката
dranovec,Дряновец
draganovci,Драгановци
dranovo,Дряново
drabisna,Драбишна
dripcevo,Дрипчево
drazevo,Дражево
drama,Драма
dragodan,Драгодан
dragovisica,Драговищица
drumohar,Друмохар
dragojcinci,Драгойчинци
dranova_glava,Дрянова глава
drumce,Друмче
draskova_polana,Драшкова поляна
drenov,Дренов
dragana,Драгана
draganica,Драганица
draginovo,Драгиново
dragor,Драгор
dragojnovo,Драгойново
dragomir,Драгомир
dragicevo,Драгичево
dragomirovo,Драгомирово
dren,Дрен
drugan,Друган
dragas_vojvoda,Драгаш войвода
dragom_z,Драгомъж
dragoil,Драгоил
dragoman,Драгоман
dreatin,Дреатин
dr_msa,Дръмша
dragusinovo,Драгушиново
druzevo,Дружево
dragotinci,Драготинци
drenci,Дренци
dragoevo,Драгоево
drumevo,Друмево
dragodanovo,Драгоданово
dranka,Дрянка
drinovo,Дриново
draganovec,Драгановец
dralfa,Дралфа
dr_ndar,Дръндар
druzba,Дружба
drazinci,Дражинци
drenovec,Дреновец
drasan,Драшан
drenta,Дрента
dragizevo,Драгижево
dracevica,Драчевица
dragozel,Драгожел
dradna,Драдња
dragobraste,Драгобраште
dramce,Драмче
dreveno,Древено
drenok,Дренок
drugovo,Другово
dragov_dol,Драгов Дол
draslajca,Драслајца
drvos,Дрвош
drzani,Држани
dragarino,Драгарино
dragozani,Драгожани
dragos,Драгош
drevenik,Древеник
drenovci,Дреновци
drmeni,Дрмени
drenak,Дренак
drene,Дрење
dragomance,Драгоманце
drzilovo,Држилово
