category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Čučice,cucice,cu,50.16,64.84,54.68
europe_lau,"Cuxhaven, Stadt",cuxhaven_stadt,cu,45.38,60.54,16.13
europe_lau,Cursdorf,cursdorf,cu,47.25,54.61,61.54
europe_lau,Чупрене,cuprene,cu,64.95,68.87,69
europe_lau,Cubillas de Cerrato,cubillas_de_cerrato,cu,46.71,66.78,89.4
europe_lau,Cubillo,cubillo,cu,58.61,66.1,60.53
europe_lau,Cuéllar,cuellar,cu,49.44,55.24,67.14
europe_lau,Cuenca,cuenca,cu,24.53,32.87,68.94
europe_lau,Cueva del Hierro,cueva_del_hierro,cu,38.47,66.09,-44.49
europe_lau,Cúllar,cullar,cu,62.52,66.12,48.51
europe_lau,Cúllar Vega,cullar_vega,cu,27.25,59.36,-47.11
europe_lau,Cubelles,cubelles,cu,48.11,76.81,91.96
europe_lau,Culla,culla,cu,40.83,47.36,53.21
europe_lau,"Cubillo de Uceda, El",cubillo_de_uceda_el,cu,60.8,65.65,61.61
europe_lau,Cubillo del Campo,cubillo_del_campo,cu,47.88,61.54,48.26
europe_lau,Cubo de Bureba,cubo_de_bureba,cu,55.36,78.4,94.79
europe_lau,"Cueva de Roa, La",cueva_de_roa_la,cu,50.48,62.68,49.82
europe_lau,Cuevas de San Clemente,cuevas_de_san_clemente,cu,40.23,59.8,9.32
europe_lau,Cuacos de Yuste,cuacos_de_yuste,cu,23.07,54.15,26.49
europe_lau,"Cumbre, La",cumbre_la,cu,40.47,62.6,96.76
europe_lau,Cuevas del Campo,cuevas_del_campo,cu,60.22,74.79,55.58
europe_lau,Culleredo,culleredo,cu,49.23,60.19,76.52
europe_lau,Curtis,curtis,cu,44.9,62.66,-1.18
europe_lau,Cuevas del Almanzora,cuevas_del_almanzora,cu,63.21,84.67,49.28
europe_lau,Cuevas del Valle,cuevas_del_valle,cu,54.39,64.49,67.68
europe_lau,Cumlosen,cumlosen,cu,56.3,62.62,50.5
europe_lau,Cunewalde,cunewalde,cu,54.24,72.08,-8.44
europe_lau,Cuges-les-Pins,cuges_les_pins,cu,64.73,68.02,46.5
europe_lau,Cublac,cublac,cu,33.8,55.71,-16.04
europe_lau,Curemonte,curemonte,cu,34.18,55.8,-35.75
europe_lau,Cudrefin,cudrefin,cu,42.34,71.2,46.68
europe_lau,Curbans,curbans,cu,46.91,62.9,63.33
europe_lau,Curel,curel,cu,67.52,82.16,18.17
europe_lau,Cubrial,cubrial,cu,43.67,64.84,97.75
europe_lau,Cubry,cubry,cu,28.11,51.24,98.53
europe_lau,Cusance,cusance,cu,22.22,41.7,-54.85
europe_lau,Cuse-et-Adrisans,cuse_et_adrisans,cu,40.56,56.85,89.9
europe_lau,Cussey-sur-Lison,cussey_sur_lison,cu,42.2,59.18,-8.37
