name_clean,name_real
bestin,Běštín
beloky,Běloky
belec,Běleč
belusice,Bělušice
bela_pod_bezdezem,Bělá pod Bezdězem
berunice,Běrunice
belcice,Bělčice
bela_nad_radbuzou,Bělá nad Radbuzou
beharov,Běhařov
besiny,Běšiny
bela,Bělá
belec_nad_orlici,Běleč nad Orlicí
bechary,Běchary
bestvina,Běstvina
bela_u_jevicka,Bělá u Jevíčka
bela_nad_svitavou,Bělá nad Svitavou
bestovice,Běstovice
beharovice,Běhařovice
bela_pod_pradedem,Bělá pod Pradědem
belkovice_lastany,Bělkovice-Lašťany
belotin,Bělotín
belov,Bělov
