name_clean,name_real
kamez,Kamëz
kavaje,Kavajë
kaisersdorf,Kaisersdorf
kappel_am_krappfeld,Kappel am Krappfeld
kaumberg,Kaumberg
kaltenleutgeben,Kaltenleutgeben
kapelln,Kapelln
karlstetten,Karlstetten
kasten_bei_boheimkirchen,Kasten bei Böheimkirchen
karlstein_an_der_thaya,Karlstein an der Thaya
kautzen,Kautzen
katzelsdorf,Katzelsdorf
kaltenberg,Kaltenberg
kallham,Kallham
katsdorf,Katsdorf
kaprun,Kaprun
kainbach_bei_graz,Kainbach bei Graz
kalsdorf_bei_graz,Kalsdorf bei Graz
kalwang,Kalwang
kammern_im_liesingtal,Kammern im Liesingtal
kainach_bei_voitsberg,Kainach bei Voitsberg
kapfenberg,Kapfenberg
kaindorf,Kaindorf
kapfenstein,Kapfenstein
karres,Karres
karrosten,Karrösten
kappl,Kappl
kaunerberg,Kaunerberg
kaunertal,Kaunertal
kauns,Kauns
kals_am_grossglockner,Kals am Großglockner
kartitsch,Kartitsch
kaisers,Kaisers
kaltenbach,Kaltenbach
kalmthout,Kalmthout
kapellen,Kapellen
kasterlee,Kasterlee
kampenhout,Kampenhout
kapelle_op_den_bos,Kapelle-op-den-Bos
kaprijke,Kaprijke
kappel_am_albis,Kappel am Albis
kallnach,Kallnach
kappelen,Kappelen
kaufdorf,Kaufdorf
kandergrund,Kandergrund
kandersteg,Kandersteg
kammersrohr,Kammersrohr
kappel_so,Kappel (SO)
kaltbrunn,Kaltbrunn
kaisten,Kaisten
kallern,Kallern
kaiseraugst,Kaiseraugst
kaiserstuhl,Kaiserstuhl
kamberk,Kamberk
karlstejn,Karlštejn
kamenny_most,Kamenný Most
kacice,Kačice
kamenne_zehrovice,Kamenné Žehrovice
kanina,Kanina
kadlin,Kadlín
katusice,Katusice
kamenne_zbozi,Kamenné Zboží
kaliste,Kaliště
kamenice,Kamenice
kamenny_privoz,Kamenný Přívoz
karlik,Karlík
kamyk_nad_vltavou,Kamýk nad Vltavou
karlova_ves,Karlova Ves
kalivody,Kalivody
kamenna,Kamenná
kamenny_ujezd,Kamenný Újezd
kaplice,Kaplice
kardasova_recice,Kardašova Řečice
kaclehy,Kačlehy
kamenny_malikov,Kamenný Malíkov
kalenice,Kalenice
kadov,Kadov
katovice,Katovice
katov,Katov
kanicky,Kaničky
kanice,Kanice
kasperske_hory,Kašperské Hory
kasejovice,Kasejovice
kacerov,Kaceřov
kaznejov,Kaznějov
karizek,Kařízek
karez,Kařez
kamenec,Kamenec
kakejcov,Kakejcov
karlovy_vary,Karlovy Vary
kadan,Kadaň
kalek,Kalek
kamyk,Kamýk
kamenicky_senov,Kamenický Šenov
kacanovy,Kacanovy
karlovice,Karlovice
kacakova_lhota,Kacákova Lhota
kamenicky,Kameničky
kasalice,Kasalice
karle,Karle
kamenec_u_policky,Kamenec u Poličky
kamenna_horka,Kamenná Horka
kamenicna,Kameničná
kamenna_lhota,Kamenná Lhota
kalhov,Kalhov
kamenice_nad_lipou,Kamenice nad Lipou
kadolec,Kadolec
karlov,Karlov
kaly,Kaly
kasnice,Kašnice
karlin,Karlín
karolin,Karolín
karolinka,Karolinka
katerinice,Kateřinice
kanovice,Kaňovice
kasava,Kašava
karlova_studanka,Karlova Studánka
karvina,Karviná
kaiser_wilhelm_koog,Kaiser-Wilhelm-Koog
karolinenkoog,Karolinenkoog
kastorf,Kastorf
kankelau,Kankelau
kasseburg,Kasseburg
katharinenheerd,Katharinenheerd
kampen_sylt,Kampen (Sylt)
karlum,Karlum
kabelhorst,Kabelhorst
kasseedorf,Kasseedorf
kalubbe,Kalübbe
karby,Karby
kappeln,Kappeln
kaltenkirchen,Kaltenkirchen
kayhude,Kayhude
kattendorf,Kattendorf
kaaks,Kaaks
kaisborstel,Kaisborstel
kalefeld,Kalefeld
katlenburg_lindau,Katlenburg-Lindau
kakenstorf,Kakenstorf
karwitz,Karwitz
kalbe,Kalbe
kalkar,Kalkar
kaarst,Kaarst
kamp_lintfort,Kamp-Lintfort
kall,Kall
kalletal,Kalletal
kamen,Kamen
karben,Karben
kassel,Kassel
kalbach,Kalbach
kaufungen,Kaufungen
kaltenborn,Kaltenborn
kalenborn,Kalenborn
katzwinkel_sieg,Katzwinkel (Sieg)
kausen,Kausen
kaifenheim,Kaifenheim
kail,Kail
kaisersesch,Kaisersesch
kalt,Kalt
kaltenengers,Kaltenengers
kasbach_ohlenberg,Kasbach-Ohlenberg
karbach,Karbach
kastellaun,Kastellaun
kappel,Kappel
kaltenholzhausen,Kaltenholzhausen
katzenelnbogen,Katzenelnbogen
kasdorf,Kasdorf
kamp_bornhofen,Kamp-Bornhofen
kaub,Kaub
kammerforst,Kammerforst
kadenbach,Kadenbach
kaden,Kaden
karl,Karl
karlshausen,Karlshausen
kaschenbach,Kaschenbach
kalenborn_scheuern,Kalenborn-Scheuern
katzwinkel,Katzwinkel
kaperich,Kaperich
kanzem,Kanzem
kasel,Kasel
kastel_staadt,Kastel-Staadt
kaiserslautern,Kaiserslautern
kallstadt,Kallstadt
kalkofen,Kalkofen
katzenbach,Katzenbach
kandel,Kandel
katzweiler,Katzweiler
kapellen_drusweiler,Kapellen-Drusweiler
kapsweyer,Kapsweyer
kaisersbach,Kaisersbach
karlsruhe,Karlsruhe
karlsbad,Karlsbad
karlsdorf_neuthard,Karlsdorf-Neuthard
kappel_grafenhausen,Kappel-Grafenhausen
kappelrodeck,Kappelrodeck
kandern,Kandern
kanzach,Kanzach
kastl,Kastl
karlsfeld,Karlsfeld
kaufering,Kaufering
karlshuld,Karlshuld
karlskron,Karlskron
kallmunz,Kallmünz
kasendorf,Kasendorf
kaiserhammer_forst_ost,Kaiserhammer Forst-Ost
kalchreuth,Kalchreuth
kalchreuther_forst,Kalchreuther Forst
kammerstein,Kammerstein
karlstein_a_main,Karlstein a. Main
kahl_a_main,Kahl a. Main
karlstadt,Karlstadt
karsbach,Karsbach
kaufbeuren,Kaufbeuren
kammeltal,Kammeltal
kaltental,Kaltental
kammlach,Kammlach
kaisheim,Kaisheim
kasel_golzig,Kasel-Golzig
karstadt,Karstädt
kargow,Kargow
kassow,Kassow
karnin,Karnin
kalkhorst,Kalkhorst
katzow,Katzow
karlshagen,Karlshagen
kamminke,Kamminke
karlsburg,Karlsburg
karenz,Karenz
karrenzin,Karrenzin
kamenz,Kamenz
kalbe_milde,Kalbe (Milde)
kaiserpfalz,Kaiserpfalz
karsdorf,Karsdorf
kabelsketal,Kabelsketal
kamern,Kamern
kallmerode,Kallmerode
kaltennordheim,Kaltennordheim
kalbsrieth,Kalbsrieth
kaltensundheim,Kaltensundheim
kaltenwestheim,Kaltenwestheim
kannawurf,Kannawurf
kapellendorf,Kapellendorf
kamsdorf,Kamsdorf
katzhutte,Katzhütte
kaulsdorf,Kaulsdorf
kahla,Kahla
karlsdorf,Karlsdorf
kauern,Kauern
kallerup,Kallerup
karup,Karup
kastbjerg,Kastbjerg
kattrup,Kattrup
karstoft,Karstoft
karlby,Karlby
kasted,Kasted
kauslunde,Kauslunde
kalvslund,Kalvslund
kastels,Kastels
kapernaums,Kapernaums
kastrup,Kastrup
karlebo,Karlebo
karlslunde,Karlslunde
karlslunde_strandsogn,Karlslunde Strandsogn
karlstrup,Karlstrup
karise,Karise
karrebaek,Karrebæk
karleby,Karleby
kalvehave,Kalvehave
kasepaa,Kasepää
kareda,Kareda
kadrina,Kadrina
kanepi,Kanepi
kaiu,Kaiu
kallaste,Kallaste
kambja,Kambja
karula,Karula
karksi,Karksi
karrantza_harana_valle_de_carranza,Karrantza Harana/Valle de Carranza
karkkila_number_hogfors,Karkkila#Högfors
kauniainen_number_grankulla,Kauniainen#Grankulla
kaarina_number_s_t_karins,Kaarina#S:t Karins
kankaanpaa,Kankaanpää
karvia,Karvia
kangasniemi,Kangasniemi
kaavi,Kaavi
kangasala,Kangasala
kannonkoski,Kannonkoski
karstula,Karstula
karijoki_number_botom,Karijoki#Bötom
kauhajoki,Kauhajoki
kauhava,Kauhava
kaskinen_number_kasko,Kaskinen#Kaskö
kannus,Kannus
kaustinen_number_kaustby,Kaustinen#Kaustby
kalajoki,Kalajoki
kajaani_number_kajana,Kajaani#Kajana
kalhausen,Kalhausen
kappelkinger,Kappelkinger
kanfen,Kanfen
kaltenhouse,Kaltenhouse
kauffenheim,Kauffenheim
katzenthal,Katzenthal
kaysersberg_vignoble,Kaysersberg Vignoble
kani_keli,Kani-Kéli
karlovac,Karlovac
kamanje,Kamanje
kalinovac,Kalinovac
kalnik,Kalnik
kapela,Kapela
kastav,Kastav
karlobag,Karlobag
kaptol,Kaptol
kali,Kali
kastela,Kaštela
kanfanar,Kanfanar
karojba,Karojba
kastelir_labinci_number_castelliere_s_domenica,Kaštelir-Labinci#Castelliere-S. Domenica
kartal,Kartal
kakucs,Kakucs
kajaszo,Kajászó
karakoszorcsok,Karakószörcsök
kamond,Kamond
kapolcs,Kapolcs
kajarpec,Kajárpéc
kapuvar,Kapuvár
karako,Karakó
katafa,Katafa
karmacs,Karmacs
kacorlak,Kacorlak
kallosd,Kallósd
kacsota,Kacsóta
katadfa,Katádfa
kastelyosdombo,Kastélyosdombó
karad,Karád
kaposszerdahely,Kaposszerdahely
kaposfo,Kaposfő
kaposkeresztur,Kaposkeresztúr
kaposujlak,Kaposújlak
kaposmero,Kaposmérő
kaposvar,Kaposvár
kaposhomok,Kaposhomok
kadarkut,Kadarkút
kazsok,Kazsok
kaposgyarmat,Kaposgyarmat
kaszo,Kaszó
kapoly,Kapoly
kakasd,Kakasd
kaposszekcso,Kaposszekcső
kapospula,Kapospula
kajdacs,Kajdacs
kalazno,Kalaznó
karcsa,Karcsa
karos,Karos
kazincbarcika,Kazincbarcika
karacsond,Karácsond
karancskeszi,Karancskeszi
karancsalja,Karancsalja
karancslapujto,Karancslapujtő
karancsbereny,Karancsberény
karancssag,Karancsság
kazar,Kazár
kaba,Kaba
karcag,Karcag
katymar,Katymár
kalocsa,Kalocsa
kaskantyu,Kaskantyú
kamut,Kamut
kaszaper,Kaszaper
kardoskut,Kardoskút
kardos,Kardos
kanturk,Kanturk
kaldrananeshreppur,Kaldrananeshreppur
kaniava,Kaniava
kapciamiestis,Kapčiamiestis
kaisiadorys,Kaišiadorys
karmelava,Karmėlava
kacergine,Kačerginė
kalnujai,Kalnujai
kartena,Kartena
katyciai,Katyčiai
kalvarija,Kalvarija
kazlu_ruda,Kazlų  Rūda
karsakiskis,Karsakiškis
kazliskis,Kazliškis
kamajai,Kamajai
kairiai,Kairiai
kaltinenai,Kaltinėnai
kavarskas,Kavarskas
kazitiskis,Kazitiškis
karoliniskes,Karoliniškės
kalveliai,Kalveliai
kazokiskes,Kazokiškės
kalesninkai,Kalesninkai
kaltanenai,Kaltanėnai
kayl,Kayl
kalncempju,Kalncempju
kaives,Kaives
kalkunes,Kalkūnes
kalupes,Kalupes
kalnciema,Kalnciema
kalna,Kalna
kalniesu,Kalniešu
kaplavas,Kaplavas
kastulinas,Kastuļinas
kabiles,Kabiles
kalvenes,Kalvenes
kazdangas,Kazdangas
kaletu,Kalētu
katvaru,Katvaru
kalsnavas,Kalsnavas
kantinieku,Kantinieku
kaunatas,Kaunatas
kandava,Kandava
kandavas,Kandavas
kauguru,Kauguru
kalkara,Kalkara
kampen,Kampen
katwijk,Katwijk
kaag_en_braassem,Kaag en Braassem
kapelle,Kapelle
karmoy,Karmøy
karlsoy,Karlsøy
karpacz,Karpacz
kamienna_gora,Kamienna Góra
kamieniec_zabkowicki,Kamieniec Ząbkowicki
kamien_krajenski,Kamień Krajeński
kamien,Kamień
kamionka,Kamionka
karczmiska,Karczmiska
kazimierz_dolny,Kazimierz Dolny
kargowa,Kargowa
kamiensk,Kamieńsk
kamienica,Kamienica
kamionka_wielka,Kamionka Wielka
kalwaria_zebrzydowska,Kalwaria Zebrzydowska
karniewo,Karniewo
kaluszyn,Kałuszyn
kadzidlo,Kadzidło
karczew,Karczew
kampinos,Kampinos
kazanow,Kazanów
kamiennik,Kamiennik
kanczuga,Kańczuga
kartuzy,Kartuzy
karsin,Karsin
kaliska,Kaliska
kamienica_polska,Kamienica Polska
kalety,Kalety
kazimierza_wielka,Kazimierza Wielka
kalinowo,Kalinowo
kamieniec,Kamieniec
kazimierz_biskupi,Kazimierz Biskupi
kaczory,Kaczory
kazmierz,Kaźmierz
kaweczyn,Kawęczyn
karlino,Karlino
kalisz_pomorski,Kalisz Pomorski
karnice,Karnice
kamien_pomorski,Kamień Pomorski
kanjiza,Kanjiža
