name_clean,name_real
jamlitz_klein_duben,Jämlitz-Klein Düben
janschwalde,Jänschwalde
jarva_jaani,Järva-Jaani
jarvakandi,Järvakandi
jarvenpaa_number_traskanda,Järvenpää#Träskända
jamijarvi,Jämijärvi
jamsa,Jämsä
jarfalla,Järfälla
