name_clean,name_real
uhy,Uhy
uhlirska_lhota,Uhlířská Lhota
uhlirske_janovice,Uhlířské Janovice
uhersko,Uhersko
uhelna_pribram,Uhelná Příbram
uhrinov,Uhřínov
uhrice,Uhřice
uhercice,Uherčice
uhelna,Uhelná
uhricice,Uhřičice
uherske_hradiste,Uherské Hradiště
uhersky_brod,Uherský Brod
uhersky_ostroh,Uherský Ostroh
uhlirov,Uhlířov
uhler,Uhler
uhingen,Uhingen
uhldingen_muhlhofen,Uhldingen-Mühlhofen
uhlstadt_kirchhasel,Uhlstädt-Kirchhasel
uhre,Uhre
uharte_arakil,Uharte-Arakil
uhlwiller,Uhlwiller
uhrwiller,Uhrwiller
uhart_cize,Uhart-Cize
uhart_mixe,Uhart-Mixe
uhrovec,Uhrovec
uhrovske_podhradie,Uhrovské Podhradie
uhliska,Uhliská
uhorska_ves,Uhorská Ves
uhorske,Uhorské
