name_clean,name_real
utzenaich,Utzenaich
uttendorf,Uttendorf
utzenstorf,Utzenstorf
uttigen,Uttigen
uttwil,Uttwil
utersum,Utersum
utarp,Utarp
utzenhain,Utzenhain
utscheid,Utscheid
utzerath,Utzerath
utzenfeld,Utzenfeld
uttenweiler,Uttenweiler
utting_am_ammersee,Utting am Ammersee
uttenreuth,Uttenreuth
utzedel,Utzedel
utecht,Utecht
utendorf,Utendorf
uth,Uth
utterslev_herredskirke_lojtofte,Utterslev-Herredskirke-Løjtofte
utrera,Utrera
utrillas,Utrillas
utebo,Utebo
utande,Utande
uterga,Uterga
utiel,Utiel
utajarvi,Utajärvi
utsjoki,Utsjoki
uttenhoffen,Uttenhoffen
uttwiller,Uttwiller
uttenheim,Uttenheim
utelle,Utelle
uta,Uta
utena,Utena
utrecht,Utrecht
utrechtse_heuvelrug,Utrechtse Heuvelrug
utsira,Utsira
utovlje,Utovlje
utik,Utik
utekac,Utekáč
