category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Zubří,zubri,zu,58.18,74.76,81.63
europe_lau,"Zülpich, Stadt",zulpich_stadt,zu,47.01,57.41,47.98
europe_lau,Zurndorf,zurndorf,zu,40.7,61.87,29.66
europe_lau,Züsch,zusch,zu,31.46,46.38,76.01
europe_lau,Zuzenhausen,zuzenhausen,zu,55.1,78.62,30.83
europe_lau,"Zusmarshausen, M",zusmarshausen_m,zu,41.5,56.92,22.41
europe_lau,Zusamaltheim,zusamaltheim,zu,37.79,58.28,63.25
europe_lau,Zurow,zurow,zu,31.2,59.24,43.74
europe_lau,Züsow,zusow,zu,36.93,69.98,39.73
europe_lau,Zurgena,zurgena,zu,34.77,80.24,84.07
europe_lau,Zuia,zuia,zu,57.09,68.26,81.87
europe_lau,Zuñeda,zuneda,zu,63.01,69.11,31.53
europe_lau,Zucaina,zucaina,zu,64.63,68.85,55.31
europe_lau,Zumikon,zumikon,zu,61.99,82.1,49.76
europe_lau,"Zubia, La",zubia_la,zu,29.94,64.78,62.29
europe_lau,Zújar,zujar,zu,27.95,49.65,89.29
europe_lau,Zuheros,zuheros,zu,64.49,71.78,71.44
europe_lau,Zürich,zurich,zu,57.29,65.63,51.84
europe_lau,Zückshuter Forst,zuckshuter_forst,zu,46.65,65.39,8.85
europe_lau,Zulte,zulte,zu,35.88,64.14,75.43
europe_lau,Züssow,zussow,zu,53.24,72.36,79.98
europe_lau,Zutendaal,zutendaal,zu,45.8,61.8,90.73
europe_lau,Zuienkerke,zuienkerke,zu,58.95,65.25,53.54
europe_lau,Zülow,zulow,zu,66.05,74.75,63.97
europe_lau,Zuoz,zuoz,zu,19.47,50.86,89.55
europe_lau,Zuera,zuera,zu,48.68,61.5,58.12
europe_lau,Zullwil,zullwil,zu,27.63,76.37,88.39
europe_lau,Zuzgen,zuzgen,zu,57,67.57,57.38
europe_lau,Zunzgen,zunzgen,zu,54.31,69.12,37.52
europe_lau,Zuchwil,zuchwil,zu,54.34,62.3,66.64
europe_lau,Zug,zug,zu,36.48,48.73,81.95
europe_lau,Zuzwil (SG),zuzwil_sg,zu,41.39,66.68,-11.44
europe_lau,Zubieta,zubieta,zu,48.39,71.46,89.66
europe_lau,Zugarramurdi,zugarramurdi,zu,51.04,68.27,96.6
europe_lau,Zúñiga,zuniga,zu,24.52,47.13,99.1
europe_lau,Zumarraga,zumarraga,zu,42.99,54.31,87.61
europe_lau,Zumaia,zumaia,zu,31.34,54.13,-3.94
europe_lau,Zufikon,zufikon,zu,45.12,57.06,77.11
europe_lau,Zufre,zufre,zu,43.06,53,63.62
europe_lau,Zürichsee (ZH),zurichsee_zh,zu,10.62,31.36,42.92
europe_lau,Zürichsee (SZ),zurichsee_sz,zu,7.03,29.54,-347.03
europe_lau,Zürichsee (SG),zurichsee_sg,zu,10.25,31.31,-169.84
europe_lau,Zuani,zuani,zu,55.48,71.67,73.6
europe_lau,Zugersee (LU),zugersee_lu,zu,29.91,51.96,87.4
europe_lau,Zugersee (SZ),zugersee_sz,zu,39.01,76.66,61.44
europe_lau,Zugersee (ZG),zugersee_zg,zu,25.53,50.18,93.45
europe_lau,Žulová,zulova,zu,39.93,46.04,82.32
europe_lau,Zudausques,zudausques,zu,54.08,76.53,21.76
europe_lau,Zutkerque,zutkerque,zu,23.69,39.77,49.26
europe_lau,Zuydcoote,zuydcoote,zu,57.49,86.11,60.83
europe_lau,Zuytpeene,zuytpeene,zu,43.08,64.9,36.82
europe_lau,Zungri,zungri,zu,43.86,58.52,23.39
europe_lau,Zugliano,zugliano,zu,55.78,70.22,14.75
europe_lau,Zuglio,zuglio,zu,40.66,62.36,12.79
europe_lau,Żukowice,zukowice,zu,38.91,58.86,51.64
europe_lau,Zungoli,zungoli,zu,48.63,57.1,25.48
europe_lau,Żukowo,zukowo,zu,34.86,51.37,96.41
europe_lau,Żuromin,zuromin,zu,30.76,53.41,-42.77
europe_lau,Żurawica,zurawica,zu,22.04,44.28,-32.34
europe_lau,Zumpano,zumpano,zu,47.46,68.54,69.57
europe_lau,Zubří,zubri,zu,61.93,79.39,83.38
europe_lau,Županja,zupanja,zu,41.1,52.92,57.51
europe_lau,Žumberak,zumberak,zu,61.18,68.88,45.55
europe_lau,Zubogy,zubogy,zu,48.8,61.35,57.93
europe_lau,Zubčice,zubcice,zu,39.79,61.74,87.15
europe_lau,Zuccarello,zuccarello,zu,42.11,56,15.59
europe_lau,Župa Dubrovačka,zupa_dubrovacka,zu,32.27,57.07,27.91
europe_lau,Žužemberk,zuzemberk,zu,42.32,55.06,0.81
europe_lau,Zuberec,zuberec,zu,42.72,70.32,-14.86
europe_lau,Zubrohlava,zubrohlava,zu,42.87,51.55,69.02
europe_lau,Županovice,zupanovice,zu,49.53,66.87,49.15
europe_lau,Zubák,zubak,zu,35.83,55.76,-33.73
europe_lau,Župčany,zupcany,zu,22.2,55.16,86.99
europe_lau,Zubné,zubne,zu,63.51,72.46,43.52
europe_lau,Zubrnice,zubrnice,zu,34.1,65.9,84.52
europe_lau,Župkov,zupkov,zu,44.29,73.39,96.25
europe_lau,Zubiena,zubiena,zu,55.81,73.14,27.21
europe_lau,Zumaglia,zumaglia,zu,69.63,74.44,51.32
europe_lau,Zundert,zundert,zu,44.28,65.03,51.33
europe_lau,Zuidplas,zuidplas,zu,37.66,49.19,90.21
europe_lau,Županovice,zupanovice,zu,43.14,59.13,3.45
europe_lau,Zutphen,zutphen,zu,32.93,46.44,-3.52
europe_lau,Zuzwil (BE),zuzwil_be,zu,46.5,63.12,6.22
europe_lau,Žumberk,zumberk,zu,29.63,71.14,86.52
