name_clean,name_real
gols,Gols
golling_an_der_erlauf,Golling an der Erlauf
gosau,Gosau
goldworth,Goldwörth
golling_an_der_salzach,Golling an der Salzach
goldegg,Goldegg
going_am_wilden_kaiser,Going am Wilden Kaiser
gooik,Gooik
gouvy,Gouvy
gossau_zh,Gossau (ZH)
gondiswil,Gondiswil
golaten,Golaten
gonten,Gonten
gossau_sg,Gossau (SG)
goldach,Goldach
gommiswald,Gommiswald
gontenschwil,Gontenschwil
gottlieben,Gottlieben
gorduno,Gorduno
gordola,Gordola
goumoens,Goumoëns
gollion,Gollion
goms,Goms
gorgier,Gorgier
golcuv_jenikov,Golčův Jeníkov
goldebek,Goldebek
goldelund,Goldelund
goosefeld,Goosefeld
gokels,Gokels
goltoft,Goltoft
goslar,Goslar
golmbach,Golmbach
gorleben,Gorleben
goldenstedt,Goldenstedt
goch,Goch
gorxheimertal,Gorxheimertal
gollenberg,Gollenberg
gondershausen,Gondershausen
goddert,Goddert
gornhausen,Gornhausen
gondenbrett,Gondenbrett
gondorf,Gondorf
gonbach,Gonbach
gossersweiler_stein,Gossersweiler-Stein
gommersheim,Gommersheim
gondelsheim,Gondelsheim
gottenheim,Gottenheim
gosheim,Gosheim
gottmadingen,Gottmadingen
gomadingen,Gomadingen
gomaringen,Gomaringen
gotteszell,Gotteszell
gottfrieding,Gottfrieding
goldkronach,Goldkronach
goldkronacher_forst,Goldkronacher Forst
gollhofen,Gollhofen
goldbach,Goldbach
gochsheim,Gochsheim
golssen,Golßen
gorden_staupitz,Gorden-Staupitz
golzow,Golzow
gosen_neu_zittau,Gosen-Neu Zittau
godendorf,Godendorf
gotthun,Gotthun
golchen,Golchen
gottesgabe,Gottesgabe
goldberg,Goldberg
gorlosen,Gorlosen
gornsdorf,Gornsdorf
gornau_erzgeb,Gornau/Erzgeb.
gohrisch,Gohrisch
goseck,Goseck
gommern,Gommern
goldbeck,Goldbeck
gorsleben,Gorsleben
gotha,Gotha
gompertshausen,Gompertshausen
gossel,Gossel
goldisthal,Goldisthal
golmsdorf,Golmsdorf
godthab,Godthåb
gosmer,Gosmer
godsted,Godsted
gobernador,Gobernador
gor,Gor
gorafe,Gorafe
godojos,Godojos
gotor,Gotor
gozon,Gozón
gotarrendura,Gotarrendura
gordaliza_del_pino,Gordaliza del Pino
gordoncillo,Gordoncillo
golpejas,Golpejas
gomecello,Gomecello
gomezserracin,Gomezserracín
golmayo,Golmayo
gormaz,Gormaz
golosalvo,Golosalvo
gombren,Gombrèn
golmes,Golmés
godall,Godall
gordo_el,Gordo, El
gomesende,Gomesende
gondomar,Gondomar
goizueta,Goizueta
goni,Goñi
gordexola,Gordexola
gorliz,Gorliz
gorga,Gorga
godella,Godella
godelleta,Godelleta
gouaix,Gouaix
gouvernes,Gouvernes
gommecourt,Gommecourt
goussonville,Goussonville
goupillieres,Goupillières
gometz_la_ville,Gometz-la-Ville
gometz_le_chatel,Gometz-le-Châtel
gournay_sur_marne,Gournay-sur-Marne
gonesse,Gonesse
goussainville,Goussainville
gouzangrez,Gouzangrez
gommerville,Gommerville
gouillons,Gouillons
gohory,Gohory
gournay,Gournay
gombergean,Gombergean
gondreville,Gondreville
gommeville,Gomméville
gondenans_montby,Gondenans-Montby
gondenans_les_moulins,Gondenans-les-Moulins
gonsans,Gonsans
gouhelans,Gouhelans
goux_sous_landet,Goux-sous-Landet
goumois,Goumois
goux_les_dambelin,Goux-lès-Dambelin
goux_les_usiers,Goux-les-Usiers
gouloux,Gouloux
gouhenans,Gouhenans
gourgeon,Gourgeon
gourdon,Gourdon
gouvix,Gouvix
gonneville_sur_honfleur,Gonneville-sur-Honfleur
gonneville_sur_mer,Gonneville-sur-Mer
gonneville_en_auge,Gonneville-en-Auge
goustranville,Goustranville
gournay_le_guerin,Gournay-le-Guérin
golleville,Golleville
gonneville_le_theil,Gonneville-Le Theil
gonfreville,Gonfreville
gorges,Gorges
gouville_sur_mer,Gouville sur Mer
gouvets,Gouvets
goulet,Goulet
gouffern_en_auge,Gouffern en Auge
godisson,Godisson
gonnetot,Gonnetot
gonneville_sur_scie,Gonneville-sur-Scie
gournay_en_bray,Gournay-en-Bray
goderville,Goderville
gonfreville_caillot,Gonfreville-Caillot
gonfreville_l_orcher,Gonfreville-l'Orcher
gonneville_la_mallet,Gonneville-la-Mallet
gonzeville,Gonzeville
gouy,Gouy
goussancourt,Goussancourt
goudelancourt_les_berrieux,Goudelancourt-lès-Berrieux
goudelancourt_les_pierrepont,Goudelancourt-lès-Pierrepont
gognies_chaussee,Gognies-Chaussée
gommegnies,Gommegnies
