name_clean,name_real
trebesice,Třebešice
trebichovice,Třebichovice
trebiz,Třebíz
trebusice,Třebusice
trebovle,Třebovle
tri_dvory,Tři Dvory
trebetin,Třebětín
trebonin,Třebonín
trebestovice,Třebestovice
trebotov,Třebotov
trebsko,Třebsko
treboc,Třeboc
trtice,Třtice
trebon,Třeboň
trebetice,Třebětice
tresovice,Třešovice
trebohostice,Třebohostice
trebejice,Třebějice
trebcice,Třebčice
tremosna,Třemošná
tremesne,Třemešné
treben,Třebeň
tri_sekery,Tři Sekery
trebenice,Třebenice
trebivlice,Třebívlice
trebusin,Třebušín
trebechovice_pod_orebem,Třebechovice pod Orebem
trebnouseves,Třebnouševes
trtenice,Třtěnice
trebesov,Třebešov
trebihost,Třebihošť
tribrichy,Třibřichy
tremosnice,Třemošnice
trebosice,Třebosice
trebarov,Třebařov
trebovice,Třebovice
trest,Třešť
trestice,Třeštice
tresov,Třesov
trebic,Třebíč
trebelovice,Třebelovice
tri_studne,Tři Studně
trestina,Třeština
tremesna,Třemešná
tranovice,Třanovice
trinec,Třinec
trebom,Třebom
