name_clean,name_real
srbsko,Srbsko
srbec,Srbeč
srubec,Srubec
srnin,Srnín
srbice,Srbice
srby,Srby
srni,Srní
srbska_kamenice,Srbská Kamenice
srnojedy,Srnojedy
srch,Srch
sruby,Sruby
srbce,Srbce
sracinec,Sračinec
sramore,Sramore
srah,Srah
sraheen,Sraheen
srahmore,Srahmore
srokowo,Srokowo
srbobran,Srbobran
sremski_karlovci,Sremski Karlovci
sremska_mitrovica,Sremska Mitrovica
srednja_vas_v_bohinju,Srednja vas v Bohinju
srpenica,Srpenica
sromlje,Sromlje
srednja_bistrica,Srednja Bistrica
srednji_radenci,Srednji Radenci
srednja_vas_pri_polh_grad,Srednja vas pri Polh. Grad.
srednji_vrh,Srednji Vrh
srednje_jarse,Srednje Jarše
srednja_vas_poljane,Srednja vas-Poljane
srednje_brdo,Srednje Brdo
srednja_kanomlja,Srednja Kanomlja
srednja_vas_pri_kamniku,Srednja vas pri Kamniku
srgasi,Srgaši
srakovlje,Srakovlje
srednja_vas_gorice,Srednja vas - Goriče
srednje_bitnje,Srednje Bitnje
srednje_arto,Srednje Arto
srednje_pijavsko,Srednje Pijavško
sremic,Sremič
srednje_gameljne,Srednje Gameljne
srednja_vas_pri_dragi,Srednja vas pri Dragi
srednja_vas_loski_potok,Srednja vas-Loški Potok
srednje,Srednje
srednji_dolic,Srednji Dolič
sredisce,Središče
srebrnice,Srebrniče
srednje_grcevje,Srednje Grčevje
srednja_bela,Srednja Bela
srednja_dobrava,Srednja Dobrava
srednja_vas,Srednja vas
sredgora,Sredgora
srednik,Srednik
srednja_vas_pri_sencurju,Srednja vas pri Šenčurju
srebotje,Srebotje
srzevica,Srževica
srnjak,Srnjak
srobotnik_pri_vel_lascah,Srobotnik pri Vel. Laščah
srebrnik,Srebrnik
srednji_potok,Srednji Potok
srobotnik_ob_kolpi,Srobotnik ob Kolpi
srednji_globodol,Srednji Globodol
srednji_lipovec,Srednji Lipovec
srednje_laknice,Srednje Laknice
sredisce_ob_dravi,Središče ob Dravi
srednji_gasteraj,Srednji Gasteraj
