name_clean,name_real
skrapar,Skrapar
skuhrov,Skuhrov
skripel,Skřipel
skvrnov,Skvrňov
skalsko,Skalsko
skorkov,Skorkov
skryje,Skryje
skaly,Skály
skocice,Skočice
skalice,Skalice
skopytce,Skopytce
skrychov_u_malsic,Skrýchov u Malšic
skasov,Skašov
skorice,Skořice
skomelno,Skomelno
skapce,Skapce
skalna,Skalná
skrsin,Skršín
skalka_u_doks,Skalka u Doks
skalice_u_ceske_lipy,Skalice u České Lípy
skrivany,Skřivany
skuhrov_nad_belou,Skuhrov nad Bělou
skutec,Skuteč
sklene,Sklené
skorenice,Skořenice
sklene_nad_oslavou,Sklené nad Oslavou
skorotice,Skorotice
skrinarov,Skřinářov
skalice_nad_svitavou,Skalice nad Svitavou
skrchov,Skrchov
skalicka,Skalička
skalka,Skalka
skoronice,Skoronice
skorosice,Skorošice
skrben,Skrbeň
skripov,Skřípov
skastice,Skaštice
skotnice,Skotnice
skallerup,Skallerup
skyum,Skyum
skinnerup,Skinnerup
skjoldborg,Skjoldborg
skaerum,Skærum
skaeve,Skæve
skagen,Skagen
skivum,Skivum
skarp_salling,Skarp Salling
skibsted,Skibsted
skorping,Skørping
skjellerup,Skjellerup
skelund,Skelund
skraem,Skræm
skalborg,Skalborg
skarrild,Skarrild
skarreso,Skarresø
skorring,Skørring
skader,Skader
skorup,Skorup
skjod,Skjød
skannerup,Skannerup
skjorring,Skjørring
skivholme,Skivholme
skovby,Skovby
skanderborg,Skanderborg
skade,Skåde
skejby,Skejby
skodstrup,Skødstrup
skjoldhoj,Skjoldhøj
skelager,Skelager
skaering,Skæring
skaerlund,Skærlund
skjern,Skjern
skjold,Skjold
skive,Skive
skals,Skals
skydebjerg,Skydebjerg
skellerup,Skellerup
skarup,Skårup
skamby,Skamby
skeby,Skeby
skrobelev,Skrøbelev
skrydstrup,Skrydstrup
skjoldbjerg,Skjoldbjerg
skaerbaek,Skærbæk
skads,Skads
skovlund,Skovlund
skrave,Skrave
skodborg,Skodborg
skanderup,Skanderup
skibet,Skibet
skaerup,Skærup
skovlunde,Skovlunde
skovshoved,Skovshoved
skelgard,Skelgård
skaevinge,Skævinge
skibby,Skibby
skuldelev,Skuldelev
skoven,Skoven
skamstrup_frydendal,Skamstrup-Frydendal
skaelskor,Skælskør
skorpinge,Skørpinge
skellebjerg,Skellebjerg
skorringe,Skørringe
skelby,Skelby
skibinge,Skibinge
skrad,Skrad
skradin,Skradin
skeagh,Skeagh
skreen,Skreen
skannive_number_scainimh,Skannive#Scainimh
skehanagh,Skehanagh
skerries,Skerries
skagh,Skagh
skahanagh,Skahanagh
skibbereen_rural,Skibbereen Rural
skibbereen_urban,Skibbereen Urban
skull,Skull
skorradalshreppur,Skorradalshreppur
skagabyggd,Skagabyggð
skutustadahreppur,Skútustaðahreppur
skaftarhreppur,Skaftárhreppur
skeida_og_gnupverjahreppur,Skeiða- og Gnúpverjahreppur
skuodas,Skuodas
skapiskis,Skapiškis
skaistgirys,Skaistgirys
skemiai,Skėmiai
skaudvile,Skaudvilė
skirsnemune,Skirsnemunė
skiemonys,Skiemonys
skriveru_novads,Skrīveru novads
skaistkalnes,Skaistkalnes
skujenes,Skujenes
skrudalienas,Skrudalienas
skaistas,Skaistas
skrunda,Skrunda
skrundas,Skrundas
skultes,Skultes
skankalnes,Skaņkalnes
skiptvet,Skiptvet
ski,Ski
skedsmo,Skedsmo
skjak,Skjåk
skien,Skien
skodje,Skodje
skaun,Skaun
skanland,Skånland
skjervoy,Skjervøy
skepe,Skępe
skrwilno,Skrwilno
skierbieszow,Skierbieszów
skwierzyna,Skwierzyna
skape,Skąpe
skierniewice,Skierniewice
skomlin,Skomlin
skala,Skała
skawina,Skawina
skrzyszow,Skrzyszów
skaryszew,Skaryszew
skorzec,Skórzec
skarbimierz,Skarbimierz
skoroszyce,Skoroszyce
skolyszyn,Skołyszyn
skorcz,Skórcz
skarszewy,Skarszewy
skoczow,Skoczów
skalbmierz,Skalbmierz
skarzysko_kamienna,Skarżysko-Kamienna
skarzysko_koscielne,Skarżysko Kościelne
skulsk,Skulsk
skoki,Skoki
skurup,Skurup
skara,Skara
skovde,Skövde
skinnskatteberg,Skinnskatteberg
skelleftea,Skellefteå
skrilje,Skrilje
skadanscina,Skadanščina
skrblje,Skrblje
skrovnik,Skrovnik
skopo,Skopo
skorno,Skorno
skorno_pri_sostanju,Skorno pri Šoštanju
skorisnjak,Skorišnjak
skarucna,Skaručna
skomarje,Skomarje
skakovci,Skakovci
skorba,Skorba
skoke,Skoke
skalica,Skalica
skacany,Skačany
skalka_nad_vahom,Skalka nad Váhom
skycov,Skýcov
skalite,Skalité
sklabina,Sklabiňa
sklabinsky_podzamok,Sklabinský Podzámok
skeresovo,Skerešovo
sklene_teplice,Sklené Teplice
skrabske,Skrabské
skaros,Skároš
skircoat,Skircoat
skelton,Skelton
skelmersdale_north,Skelmersdale North
skelmersdale_south,Skelmersdale South
skellingthorpe,Skellingthorpe
skipton_south,Skipton South
skerton_east,Skerton East
skerton_west,Skerton West
skirbeck,Skirbeck
skipton_east,Skipton East
skipton_north,Skipton North
skipton_west,Skipton West
skegby,Skegby
sketty,Sketty
skeoge,Skeoge
