category,name,slug,prefix,roundness,rectangularity,mobile_fit
austria_municipalities,Muckendorf-Wipfing,muckendorf_wipfing,mu,38.52,61.86,98.97
austria_municipalities,Muggendorf,muggendorf,mu,34.09,56.82,-37.76
austria_municipalities,Muhr,muhr,mu,30.26,58.38,-10.65
austria_municipalities,Munderfing,munderfing,mu,50.86,56.4,28.93
austria_municipalities,Murau,murau,mu,37.53,49.15,68.51
austria_municipalities,Mureck,mureck,mu,25.93,43.07,-25.83
austria_municipalities,Musau,musau,mu,43.13,62.92,24.99
austria_municipalities,Mutters,mutters,mu,46.39,66.14,72.94
austria_municipalities,Mühlbach am Hochkönig,muhlbach_am_hochkonig,mu,58.53,71.09,24.9
austria_municipalities,Mühldorf,muhldorf,mu,22.61,39.21,84.5
austria_municipalities,Mühldorf,muhldorf,mu,51.51,62.01,28.48
austria_municipalities,Mühlen,muhlen,mu,38.14,59.92,-1.9
austria_municipalities,Mühlgraben,muhlgraben,mu,52.26,57.49,66.09
austria_municipalities,Mühlheim am Inn,muhlheim_am_inn,mu,48.53,64.23,23.97
austria_municipalities,Müllendorf,mullendorf,mu,31.43,56.45,98.91
austria_municipalities,Münchendorf,munchendorf,mu,60.66,73.37,80.19
austria_municipalities,Münichreith-Laimbach,munichreith_laimbach,mu,29.57,41.56,92.55
austria_municipalities,Münster,munster,mu,59.62,72.25,66.81
austria_municipalities,Münzbach,munzbach,mu,42.36,49.86,51.34
austria_municipalities,Münzkirchen,munzkirchen,mu,30.3,54.15,74.05
austria_municipalities,Mürzzuschlag,murzzuschlag,mu,40.47,52.48,51.23
