category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Zschepplin,zschepplin,zs,54.44,59.83,79.21
europe_lau,"Zschopau, Stadt",zschopau_stadt,zs,56.9,62.84,31.78
europe_lau,Zschorlau,zschorlau,zs,46.32,67.19,77.78
europe_lau,Zschaitz-Ottewig,zschaitz_ottewig,zs,56.22,61.48,45.54
europe_lau,Zsennye,zsennye,zs,44.98,62.43,69.3
europe_lau,Zselickisfalud,zselickisfalud,zs,34.37,62.32,94.2
europe_lau,Zsédeny,zsedeny,zs,45.47,71.43,97.9
europe_lau,Zsebeháza,zsebehaza,zs,50.91,68,21.32
europe_lau,Zsurk,zsurk,zs,42.51,53.5,29.58
europe_lau,Zselicszentpál,zselicszentpal,zs,19.56,53.52,73.7
europe_lau,Zsámbok,zsambok,zs,58.76,86.78,31.56
europe_lau,Zsira,zsira,zs,34.08,55.66,86.74
europe_lau,Zsáka,zsaka,zs,46.38,51.16,54.54
europe_lau,Zsombó,zsombo,zs,53.13,87.72,60.92
europe_lau,Zselickislak,zselickislak,zs,19.59,65.83,67.3
europe_lau,Zsarolyán,zsarolyan,zs,43.05,64.08,0.53
europe_lau,Zsámbék,zsambek,zs,38.34,55.53,68.77
europe_lau,Zsadány,zsadany,zs,45.49,60.69,27.66
europe_lau,Zsana,zsana,zs,55.11,66.54,37.99
europe_lau,Zsujta,zsujta,zs,62.41,68.14,42.3
