category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Frymburk,frymburk,fr,46.83,59.87,38.64
europe_lau,Fryšták,frystak,fr,37.71,51.16,48.73
europe_lau,Frýdek-Místek,frydek_mistek,fr,34.14,50.06,41.23
europe_lau,Fryčovice,frycovice,fr,60.19,66.69,40.33
europe_lau,Frýdlant nad Ostravicí,frydlant_nad_ostravici,fr,46.07,68.81,24.27
europe_lau,Frenštát pod Radhoštěm,frenstat_pod_radhostem,fr,46.68,62.23,68.78
europe_lau,Frestedt,frestedt,fr,37.57,56.84,96.96
europe_lau,Friedrichsgabekoog,friedrichsgabekoog,fr,46.81,64.8,69.59
europe_lau,Friedrichskoog,friedrichskoog,fr,56.22,67.47,50.09
europe_lau,Fredeburg,fredeburg,fr,41.21,54.35,91.26
europe_lau,Frankenburg am Hausruck,frankenburg_am_hausruck,fr,39.27,57.58,54.59
europe_lau,Frankenmarkt,frankenmarkt,fr,52.59,67.52,49.27
europe_lau,Fryšava pod Žákovou horou,frysava_pod_zakovou_horou,fr,44.59,72.56,85.52
europe_lau,Freinberg,freinberg,fr,66.8,66.55,59.7
europe_lau,Fresendelf,fresendelf,fr,36.7,61.07,39.13
europe_lau,"Friedrichstadt, Stadt",friedrichstadt_stadt,fr,49.11,58.02,33.3
europe_lau,Friedrich-Wilhelm-Lübke-Koog,friedrich_wilhelm_lubke_koog,fr,27.32,65.25,80.98
europe_lau,Friedrichsgraben,friedrichsgraben,fr,49.82,62.02,67.49
europe_lau,Friedrichsholm,friedrichsholm,fr,50.65,70.04,3.58
europe_lau,Frellstedt,frellstedt,fr,63.31,69.57,37.86
europe_lau,Friedland,friedland,fr,38.76,46.54,58.96
europe_lau,Freistatt,freistatt,fr,27.84,51.66,88.59
europe_lau,Freienwill,freienwill,fr,40.54,51.14,47.45
europe_lau,Fredesdorf,fredesdorf,fr,45.45,63.43,36.52
europe_lau,Freden (Leine),freden_leine,fr,48.04,64.97,10.05
europe_lau,Frankenfeld,frankenfeld,fr,59.81,70.03,62.02
europe_lau,"Freudenberg, Stadt",freudenberg_stadt,fr,61.39,66.24,65.5
europe_lau,"Fröndenberg/Ruhr, Stadt",frondenberg_ruhr_stadt,fr,40.03,61.64,-35.32
europe_lau,"Frankfurt am Main, Stadt",frankfurt_am_main_stadt,fr,43.82,61.9,56.71
europe_lau,Fredenbeck,fredenbeck,fr,57.62,66.5,81.59
europe_lau,"Freiburg (Elbe), Flecken",freiburg_elbe_flecken,fr,56.01,73.89,63.55
europe_lau,"Friesoythe, Stadt",friesoythe_stadt,fr,53.02,61.4,84.19
europe_lau,"Freren, Stadt",freren_stadt,fr,44.68,57.83,89.86
europe_lau,Fresenburg,fresenburg,fr,41.2,56.75,-9.01
europe_lau,"Frechen, Stadt",frechen_stadt,fr,62.94,71.51,41.22
europe_lau,Friedeburg,friedeburg,fr,49.29,55.34,40.12
europe_lau,"Friedrichsdorf, Stadt",friedrichsdorf_stadt,fr,45.49,57.23,23.89
europe_lau,Freigericht,freigericht,fr,39.1,53.55,27.96
europe_lau,Fränkisch-Crumbach,frankisch_crumbach,fr,38.94,61.08,42.62
europe_lau,"Friedberg (Hessen), Kreisstadt",friedberg_hessen_kreisstadt,fr,35.75,49.19,1.66
europe_lau,Friedewald,friedewald,fr,40.77,63.91,59.66
europe_lau,Friesenhagen,friesenhagen,fr,48.38,60.2,85.46
europe_lau,"Frielendorf, Marktflecken",frielendorf_marktflecken,fr,61.73,68.44,67.78
europe_lau,"Fritzlar, Dom- und Kaiserstadt",fritzlar_dom_und_kaiserstadt,fr,54.21,57.45,60.73
europe_lau,Frauental an der Laßnitz,frauental_an_der_lassnitz,fr,38.21,63.95,92.96
