category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Igel,igel,ig,42.51,62.22,98.51
europe_lau,Igersheim,igersheim,ig,28.86,44.64,77.05
europe_lau,Iggingen,iggingen,ig,41.99,57.75,-14.28
europe_lau,Igling,igling,ig,35.18,58.7,66.88
europe_lau,Iggensbach,iggensbach,ig,42.54,62.95,17.94
europe_lau,Igualada,igualada,ig,39.32,57.88,-9.86
europe_lau,Iglesiarrubia,iglesiarrubia,ig,41.29,55,84.25
europe_lau,Iglesias,iglesias,ig,42.59,61.3,50.09
europe_lau,"Igensdorf, M",igensdorf_m,ig,48.97,57,26.7
europe_lau,Ignol,ignol,ig,64.41,65.05,67.99
europe_lau,Igoville,igoville,ig,38.16,65.13,92.49
europe_lau,Igorre,igorre,ig,45.99,63.55,-4.92
europe_lau,Igriés,igries,ig,40.25,62.44,99.64
europe_lau,Igúzquiza,iguzquiza,ig,41.94,58.37,26.91
europe_lau,"Iglesuela del Tiétar, La",iglesuela_del_tietar_la,ig,51.94,63.4,31.59
europe_lau,Igantzi,igantzi,ig,45.11,66.87,28.62
europe_lau,Igüeña,iguena,ig,43.74,54.29,18.97
europe_lau,Igualeja,igualeja,ig,59.48,72.3,68.09
europe_lau,Ignaux,ignaux,ig,41.93,61.58,59.31
europe_lau,Igea,igea,ig,38.43,52.43,83.37
europe_lau,"Iglesuela del Cid, La",iglesuela_del_cid_la,ig,40.62,60.47,62.96
europe_lau,Igon,igon,ig,35.78,58.68,87.74
europe_lau,Igny-Comblizy,igny_comblizy,ig,50.3,67.47,62.21
europe_lau,Igney,igney,ig,50.54,74.21,13.88
europe_lau,Igney,igney,ig,62.42,63.9,73.04
europe_lau,Igny,igny,ig,57.73,71.64,53.97
europe_lau,Ignaucourt,ignaucourt,ig,46.11,56.11,75.61
europe_lau,Igé,ige,ig,47.28,69.97,36
europe_lau,Igornay,igornay,ig,59.3,62.55,49.7
europe_lau,Iguerande,iguerande,ig,52.63,72.59,71.7
europe_lau,Igny,igny,ig,64.92,76.89,40.47
europe_lau,Igé,ige,ig,59.37,58.72,46.67
europe_lau,Iglesias,iglesias,ig,36.93,51.89,39.58
europe_lau,Ignalinos rajono savivaldybė,ignalinos_rajono_savivaldybe,ig,44.9,52.5,17.66
europe_lau,Igliano,igliano,ig,47.89,64.17,87.9
europe_lau,Igar,igar,ig,43.12,62.2,2.07
europe_lau,Igal,igal,ig,43.18,78.02,97.98
europe_lau,Igrici,igrici,ig,65.69,71.99,56.4
europe_lau,Igram,igram,ig,24.92,49.46,77.56
europe_lau,Igreja Nova do Sobral,igreja_nova_do_sobral,ig,40.03,63.58,95.17
europe_lau,Ighiu,ighiu,ig,37.34,68.8,13.64
europe_lau,Ig,ig,ig,47.56,69.95,83.31
europe_lau,Igrejinha,igrejinha,ig,53,64.76,86.44
europe_lau,Igołomia-Wawrzeńczyce,igolomia_wawrzenczyce,ig,41.45,58.21,57.6
europe_lau,Igneşti,ignesti,ig,29.73,58.19,87.29
