category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Orlické Záhoří,orlicke_zahori,or,26.16,59.5,85.14
europe_lau,Ořechov,orechov,or,50.54,59.62,44.28
europe_lau,Orlovice,orlovice,or,64.04,68.02,46.83
europe_lau,Ořechov,orechov,or,61.88,74.34,63.87
europe_lau,Orlické Podhůří,orlicke_podhuri,or,45.96,63.59,54.9
europe_lau,Orličky,orlicky,or,46.77,55.13,58.64
europe_lau,Ořechov,orechov,or,41.97,56.14,45.53
europe_lau,Ořechov,orechov,or,49.29,57.13,65.58
europe_lau,Orlová,orlova,or,41.57,73.96,100
europe_lau,Ort im Innkreis,ort_im_innkreis,or,46.21,57.19,70.51
europe_lau,"Ortenberg, Stadt",ortenberg_stadt,or,40.35,61.83,18.42
europe_lau,Orfgen,orfgen,or,61.94,71.7,37.8
europe_lau,Orsfeld,orsfeld,or,65.76,76.41,65.36
europe_lau,Orbis,orbis,or,48.73,75.21,61.9
europe_lau,Ormont,ormont,or,47.37,56.15,71.25
europe_lau,Orenhofen,orenhofen,or,27.72,60.43,34.76
europe_lau,Orlenbach,orlenbach,or,62.25,73.1,50.76
europe_lau,Ortenberg,ortenberg,or,64.8,81.48,52.62
europe_lau,Orsingen-Nenzingen,orsingen_nenzingen,or,51.43,57.21,30.52
europe_lau,"Ortenburg, M",ortenburg_m,or,57.3,62.17,59.45
europe_lau,"Orlamünde, Stadt",orlamunde_stadt,or,37.67,70.79,-49.1
europe_lau,"Oranienbaum-Wörlitz, Stadt",oranienbaum_worlitz_stadt,or,47.47,56.49,17.13
europe_lau,"Oranienburg, Stadt",oranienburg_stadt,or,48,61.02,22.38
europe_lau,"Ortrand, Stadt",ortrand_stadt,or,39.01,54.09,89.21
europe_lau,Oria,oria,or,42.45,57.03,-4.81
europe_lau,Оряхово,orahovo,or,30.56,54.87,-53.68
europe_lau,Orbaneja Riopico,orbaneja_riopico,or,60.02,64.3,39.64
europe_lau,Orozko,orozko,or,43.2,69.62,33.91
europe_lau,Ortuella,ortuella,or,32.35,49.69,88.43
europe_lau,Orbita,orbita,or,34.96,70.13,-13.94
europe_lau,Oropesa del Mar,oropesa_del_mar,or,35.29,63.77,76.89
europe_lau,Orís,oris,or,32.57,57.07,42.2
europe_lau,Oristà,orista,or,52.23,59.63,38.17
europe_lau,Orpí,orpi,or,49.34,72.66,-12.73
europe_lau,Òrrius,orrius,or,44.77,57.64,80.36
europe_lau,Orce,orce,or,62.58,68.74,61.37
europe_lau,Órgiva,orgiva,or,59.63,67.16,43.76
europe_lau,Orba,orba,or,24.72,41.04,-21.69
europe_lau,Orxeta,orxeta,or,23.64,54.9,56.58
europe_lau,Orihuela,orihuela,or,25.61,40.85,62.42
europe_lau,Orellana la Vieja,orellana_la_vieja,or,44.48,55.88,77.14
europe_lau,Ordis,ordis,or,59.36,70.94,70.48
europe_lau,Ordes,ordes,or,56.87,64.07,79.72
europe_lau,Oroso,oroso,or,44.17,54.5,12.92
europe_lau,Ortigueira,ortigueira,or,44.03,57.73,66.51
europe_lau,Orp-Jauche,orp_jauche,or,50.6,65.59,89.75
europe_lau,"Ornbau, St",ornbau_st,or,37.71,51.75,28.21
europe_lau,Ormes,ormes,or,66.32,71.85,57.07
europe_lau,Orgon,orgon,or,43.73,65.5,32.03
europe_lau,Orliac,orliac,or,39.69,64.16,63.31
europe_lau,Orliaguet,orliaguet,or,67.55,76.02,50.53
europe_lau,Orgnac-l'Aven,orgnac_l_aven,or,64.28,75.06,69.81
europe_lau,Oraison,oraison,or,53.87,71.54,70.74
europe_lau,Orain,orain,or,54.97,69.15,34.54
europe_lau,Orgeux,orgeux,or,39.94,53.5,91.33
europe_lau,Origny,origny,or,60.13,68.68,70.83
