name_clean,name_real
sales,Sâles
sancel,Sâncel
santimbru,Sântimbru
santana,Sântana
sanmartin,Sânmartin
santandrei,Sântandrei
saniob,Sâniob
sambata,Sâmbăta
sarbi,Sârbi
sannicolau_roman,Sânnicolau Român
sangeorz_bai,Sângeorz-Băi
sanmihaiu_de_campie,Sânmihaiu de Câmpie
sanpetru,Sânpetru
sambata_de_sus,Sâmbăta de Sus
sancraiu,Sâncraiu
sanpaul,Sânpaul
sanzieni,Sânzieni
sancraieni,Sâncrăieni
sandominic,Sândominic
sansimion,Sânsimion
santamaria_orlea,Sântămăria-Orlea
sancraiu_de_mures,Sâncraiu de Mureş
sangeorgiu_de_mures,Sângeorgiu de Mureş
santana_de_mures,Sântana de Mureş
sangeorgiu_de_padure,Sângeorgiu de Pădure
sanger,Sânger
sanpetru_de_campie,Sânpetru de Câmpie
samburesti,Sâmbureşti
sarbii_magura,Sârbii-Măgura
sangeru,Sângeru
sag,Sâg
sanmihaiu_almasului,Sânmihaiu Almaşului
sarbeni,Sârbeni
sannicolau_mare,Sânnicolau Mare
sanandrei,Sânandrei
sanmihaiu_roman,Sânmihaiu Român
sanpetru_mare,Sânpetru Mare
