category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Hřibojedy,hribojedy,hr,46.53,65.16,74.51
europe_lau,Hradčany,hradcany,hr,27.28,45.79,17.5
europe_lau,Hrušovany u Brna,hrusovany_u_brna,hr,53.02,59.87,31.57
europe_lau,Hrobice,hrobice,hr,39.53,53.38,62.25
europe_lau,Hrubá Skála,hruba_skala,hr,68.47,69.54,53.16
europe_lau,Hrušky,hrusky,hr,57.71,69.93,67
europe_lau,Hrušky,hrusky,hr,75.84,73.7,45.64
europe_lau,Hrobice,hrobice,hr,67.55,85.07,64.18
europe_lau,Hřivínův Újezd,hrivinuv_ujezd,hr,69.99,78.5,66.08
europe_lau,Hroznová Lhota,hroznova_lhota,hr,30.04,47.62,95.55
europe_lau,Hrubá Vrbka,hruba_vrbka,hr,32.85,42.06,58.16
europe_lau,Hrušová,hrusova,hr,40.68,60.8,65.25
europe_lau,Hradčovice,hradcovice,hr,58.85,74.4,83.22
europe_lau,Hrotovice,hrotovice,hr,45.84,66.35,92.11
europe_lau,Hrutov,hrutov,hr,72.86,83.71,63.43
europe_lau,Hrčava,hrcava,hr,45.5,56.61,42.78
europe_lau,Hrubý Jeseník,hruby_jesenik,hr,31.3,57.47,0.54
europe_lau,Hrabětice,hrabetice,hr,57.25,70.54,68.21
europe_lau,Hrádek,hradek,hr,30.46,58.18,91.73
europe_lau,Hrušovany nad Jevišovkou,hrusovany_nad_jevisovkou,hr,38.26,51.79,52.64
europe_lau,Hradčany-Kobeřice,hradcany_koberice,hr,48.42,63.79,74.2
europe_lau,Hrdibořice,hrdiborice,hr,66.35,81.49,57.29
europe_lau,Hrubčice,hrubcice,hr,69.17,75.14,74.07
europe_lau,Hradčany,hradcany,hr,46.29,67.85,12.73
europe_lau,Hranice,hranice,hr,43.2,53.4,48.58
europe_lau,Hrabůvka,hrabuvka,hr,22.54,48.2,20.3
europe_lau,Hradce,hradce,hr,55.29,68.37,61.55
europe_lau,Hradiště,hradiste,hr,58.83,76.05,36.59
europe_lau,Hrašćina,hrascina,hr,37.34,69.42,93.63
europe_lau,Hrvace,hrvace,hr,67.58,77.05,51.98
europe_lau,Hrvatska Dubica,hrvatska_dubica,hr,42.68,52.99,11.86
europe_lau,Hrvatska Kostajnica,hrvatska_kostajnica,hr,23.01,48.15,-74.17
europe_lau,Hraběšín,hrabesin,hr,47.57,65.78,96.94
europe_lau,Hradčany,hradcany,hr,28.88,53.94,-58.04
europe_lau,Hradištko,hradistko,hr,56.83,63.99,75.64
europe_lau,Hřiměždice,hrimezdice,hr,49.64,59.66,47.23
europe_lau,Hrusice,hrusice,hr,48.66,70.2,87.11
europe_lau,Hradištko,hradistko,hr,42.33,56.59,33.62
europe_lau,Hradiště,hradiste,hr,46.38,59.01,25.42
europe_lau,Hrabyně,hrabyne,hr,54.52,61.31,71.04
europe_lau,Hradec nad Moravicí,hradec_nad_moravici,hr,42.51,53.27,8.08
europe_lau,Hrabišín,hrabisin,hr,58.45,70.75,13.11
europe_lau,Hrádek,hradek,hr,32.27,67.64,-75.81
europe_lau,Hradečno,hradecno,hr,56.18,71.65,27.84
europe_lau,Hrdlív,hrdliv,hr,44.95,65.71,37.79
europe_lau,Hřebeč,hrebec,hr,45.54,65.03,77.87
europe_lau,Hředle,hredle,hr,51.09,61.43,64.4
europe_lau,Hrdlořezy,hrdlorezy,hr,30.39,40.09,88.72
europe_lau,Hromnice,hromnice,hr,43.39,63.74,5.98
europe_lau,Hrádek,hradek,hr,55.61,60.08,56.63
