name_clean,name_real
has,Has
hackerberg,Hackerberg
halbturn,Halbturn
hannersdorf,Hannersdorf
haag,Haag
haidershofen,Haidershofen
hainburg_an_der_donau,Hainburg an der Donau
haslau_maria_ellend,Haslau-Maria Ellend
haringsee,Haringsee
hauskirchen,Hauskirchen
haugschlag,Haugschlag
hadres,Hadres
hardegg,Hardegg
haugsdorf,Haugsdorf
hagenbrunn,Hagenbrunn
harmannsdorf,Harmannsdorf
hausleiten,Hausleiten
hadersdorf_kammern,Hadersdorf-Kammern
hainfeld,Hainfeld
hausbrunn,Hausbrunn
hafnerbach,Hafnerbach
haunoldstein,Haunoldstein
haigermoos,Haigermoos
handenberg,Handenberg
haibach_ob_der_donau,Haibach ob der Donau
hartkirchen,Hartkirchen
hagenberg_im_muhlkreis,Hagenberg im Mühlkreis
hallstatt,Hallstatt
haag_am_hausruck,Haag am Hausruck
hargelsberg,Hargelsberg
haslach_an_der_muhl,Haslach an der Mühl
haibach_im_muhlkreis,Haibach im Mühlkreis
hallein,Hallein
hallwang,Hallwang
hart_bei_graz,Hart bei Graz
haselsdorf_tobelbad,Haselsdorf-Tobelbad
hausmannstatten,Hausmannstätten
haus,Haus
hartberg,Hartberg
hartberg_umgebung,Hartberg Umgebung
hartl,Hartl
halbenrain,Halbenrain
haiming,Haiming
hatting,Hatting
hall_in_tirol,Hall in Tirol
hainzenberg,Hainzenberg
hart_im_zillertal,Hart im Zillertal
hard,Hard
halle,Halle
haacht,Haacht
harelbeke,Harelbeke
haaltert,Haaltert
hamme,Hamme
halen,Halen
hasselt,Hasselt
ham,Ham
hamont_achel,Hamont-Achel
ham_sur_heure_nalinnes,Ham-sur-Heure-Nalinnes
hamoir,Hamoir
hannut,Hannut
habay,Habay
hamois,Hamois
havelange,Havelange
hastiere,Hastière
