category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Dlouhá Loučka,dlouha_loucka,dl,55.05,64.43,43.31
europe_lau,Dlouhá Brtnice,dlouha_brtnice,dl,41.05,60.56,53.34
europe_lau,Dlouhá Lhota,dlouha_lhota,dl,51,81.03,6.59
europe_lau,Dlouhé,dlouhe,dl,45.61,51.82,61.66
europe_lau,Dlouhá Lhota,dlouha_lhota,dl,57.66,63.72,39.09
europe_lau,Dlouhá Loučka,dlouha_loucka,dl,47.43,63.77,81.22
europe_lau,Dlouhý Most,dlouhy_most,dl,31.73,44.94,86.56
europe_lau,Dlouhopolsko,dlouhopolsko,dl,53.76,62.84,60.28
europe_lau,Dlouhomilov,dlouhomilov,dl,41.29,53.65,54.75
europe_lau,Dlouhá Lhota,dlouha_lhota,dl,39.09,56.52,86.57
europe_lau,Długołęka,dlugoleka,dl,55.27,70.64,62.92
europe_lau,Dlažov,dlazov,dl,57.16,61.2,60.77
europe_lau,Dlouhá Stráň,dlouha_stran,dl,45.44,67.44,93
europe_lau,Dlouhá Ves,dlouha_ves,dl,72.14,74.68,49.13
europe_lau,Długosiodło,dlugosiodlo,dl,60.6,70.77,42.2
europe_lau,Dlouhá Třebová,dlouha_trebova,dl,33.25,57.68,-38.15
europe_lau,Dlouhoňovice,dlouhonovice,dl,50.27,61.14,20.27
europe_lau,Dlhá nad Kysucou,dlha_nad_kysucou,dl,35.5,57.38,84.5
europe_lau,Dlhé Pole,dlhe_pole,dl,52.43,71.37,93.37
europe_lau,Dlhé Klčovo,dlhe_klcovo,dl,31.98,56.09,90.67
europe_lau,Dlhá nad Váhom,dlha_nad_vahom,dl,53.3,62.86,59.22
europe_lau,Dlhá nad Oravou,dlha_nad_oravou,dl,28.2,47.52,69.94
europe_lau,Dlhá,dlha,dl,28.36,62.89,34.88
europe_lau,Dlhoňa,dlhona,dl,42.67,57.33,90.5
europe_lau,Dlžín,dlzin,dl,30.54,72.3,95.25
europe_lau,Dlouhá Ves,dlouha_ves,dl,35.59,63.84,80.29
europe_lau,Dlhé nad Cirochou,dlhe_nad_cirochou,dl,36.42,45.92,71.19
europe_lau,Dlhá Ves,dlha_ves,dl,45.65,61.32,77.6
europe_lau,Dlhé Stráže,dlhe_straze,dl,24.11,58.67,93.38
europe_lau,Dlažkovice,dlazkovice,dl,48.53,62.84,83.46
europe_lau,Dlouhý Újezd,dlouhy_ujezd,dl,45.38,64.61,3.88
europe_lau,Dłutów,dlutow,dl,61.89,73.52,18.57
europe_lau,Dlouhá Lhota,dlouha_lhota,dl,37.29,53.65,4.12
