name_clean,name_real
breitenbrunn_am_neusiedler_see,Breitenbrunn am Neusiedler See
bruckneudorf,Bruckneudorf
bruckl,Brückl
bruck_an_der_leitha,Bruck an der Leitha
brand_nagelberg,Brand-Nagelberg
brunn_an_der_wild,Brunn an der Wild
breitenfurt_bei_wien,Breitenfurt bei Wien
brunn_am_gebirge,Brunn am Gebirge
breitenau,Breitenau
breitenstein,Breitenstein
brand_laaben,Brand-Laaben
bromberg,Bromberg
braunau_am_inn,Braunau am Inn
bruck_waasen,Bruck-Waasen
brunnenthal,Brunnenthal
bramberg_am_wildkogel,Bramberg am Wildkogel
bruck_an_der_grossglocknerstrasse,Bruck an der Großglocknerstraße
breitenau_am_hochlantsch,Breitenau am Hochlantsch
bruck_an_der_mur,Bruck an der Mur
brixen_im_thale,Brixen im Thale
brandenberg,Brandenberg
breitenbach_am_inn,Breitenbach am Inn
brixlegg,Brixlegg
breitenwang,Breitenwang
brandberg,Brandberg
bruck_am_ziller,Bruck am Ziller
brand,Brand
bregenz,Bregenz
brasschaat,Brasschaat
brecht,Brecht
brugge,Brugge
bredene,Bredene
brakel,Brakel
bree,Bree
braine_l_alleud,Braine-l'Alleud
braine_le_chateau,Braine-le-Château
brugelette,Brugelette
braine_le_comte,Braine-le-Comte
brunehaut,Brunehaut
braives,Braives
brussel_number_bruxelles,Brussel#Bruxelles
brutten,Brütten
brienzersee,Brienzersee
brugg,Brügg
bruttelen,Brüttelen
bremgarten_bei_bern,Bremgarten bei Bern
brenzikofen,Brenzikofen
brienz_be,Brienz (BE)
brienzwiler,Brienzwiler
broc,Broc
brunisried,Brünisried
breitenbach,Breitenbach
brislach,Brislach
bretzwil,Bretzwil
brusio,Brusio
bregaglia,Bregaglia
breil_number_brigels,Breil#Brigels
bremgarten_ag,Bremgarten (AG)
brunegg,Brunegg
brittnau,Brittnau
braunau,Braunau
brione_verzasca,Brione (Verzasca)
brione_sopra_minusio,Brione sopra Minusio
brissago,Brissago
brusino_arsizio,Brusino Arsizio
breggia,Breggia
bretigny_sur_morrens,Bretigny-sur-Morrens
bretonnieres,Bretonnières
bremblens,Bremblens
brig_glis,Brig-Glis
brot_plamboz,Brot-Plamboz
broumy,Broumy
brandysek,Brandýsek
braskov,Braškov
bratronice,Bratronice
brambory,Brambory
bratcice,Bratčice
brodce,Brodce
bradlec,Bradlec
branzez,Branžež
brandys_nad_labem_stara_boleslav,Brandýs nad Labem-Stará Boleslav
brazdim,Brázdim
bratrinov,Bratřínov
bratkovice,Bratkovice
branov,Branov
branisov,Branišov
brloh,Brloh
branice,Branice
bradacov,Bradáčov
brnirov,Brnířov
brodeslavy,Brodeslavy
broumov,Broumov
brod_nad_tichou,Brod nad Tichou
brazec,Bražec
brzanky,Brzánky
brnany,Brňany
brozany_nad_ohri,Brozany nad Ohří
brodec,Brodec
branany,Braňany
brandov,Brandov
brniste,Brniště
bradlecka_lhota,Bradlecká Lhota
brada_rybnicek,Brada-Rybníček
brzice,Brzice
brnenec,Brněnec
brandys_nad_orlici,Brandýs nad Orlicí
brtnice,Brtnice
brzkov,Brzkov
brtnicka,Brtnička
bratrice,Bratřice
bransouze,Bransouze
brtov_jenec,Brťov-Jeneč
brno,Brno
brumov,Brumov
braniskov,Braníškov
branisovice,Branišovice
brod_nad_dyji,Brod nad Dyjí
brumovice,Brumovice
brankovice,Brankovice
brodek_u_konice,Brodek u Konice
brodek_u_prostejova,Brodek u Prostějova
brodek_u_prerova,Brodek u Přerova
branna,Branná
brnicko,Brníčko
bratrusov,Bratrušov
brusne,Brusné
branky,Branky
bratrejov,Bratřejov
brumov_bylnice,Brumov-Bylnice
bruntal,Bruntál
brantice,Brantice
brusperk,Brušperk
bruzovice,Bruzovice
bravantice,Bravantice
bratrikovice,Bratříkovice
branka_u_opavy,Branka u Opavy
brunsbuttel,Brunsbüttel
brickeln,Brickeln
breitenfelde,Breitenfelde
brothen,Bröthen
brunsmark,Brunsmark
brunstorf,Brunstorf
braderup,Braderup
bramstedtlund,Bramstedtlund
bredstedt,Bredstedt
breklum,Breklum
brande_hornerkirchen,Brande-Hörnerkirchen
brodersdorf,Brodersdorf
bredenbek,Bredenbek
breiholz,Breiholz
brinjahe,Brinjahe
brammer,Brammer
brekendorf,Brekendorf
brodersby,Brodersby
brebel,Brebel
breitenberg,Breitenberg
breitenburg,Breitenburg
brokdorf,Brokdorf
brokstedt,Brokstedt
braak,Braak
brunsbek,Brunsbek
braunschweig,Braunschweig
brome,Brome
braunlage,Braunlage
brunsleberfeld,Brunsleberfeld
brockum,Brockum
bruchhausen_vilsen,Bruchhausen-Vilsen
brevorde,Brevörde
brockel,Bröckel
brackel,Brackel
brietlingen,Brietlingen
bremervorde,Bremervörde
breddorf,Breddorf
brest,Brest
breddenberg,Breddenberg
brinkum,Brinkum
bramsche,Bramsche
brake_unterweser,Brake (Unterweser)
bremen,Bremen
bremerhaven,Bremerhaven
bruggen,Brüggen
bruhl,Brühl
breckerfeld,Breckerfeld
brilon,Brilon
brachttal,Brachttal
bruchkobel,Bruchköbel
