name_clean,name_real
memaliaj,Memaliaj
metnitz,Metnitz
meiseldorf,Meiseldorf
melk,Melk
meggenhofen,Meggenhofen
mehrnbach,Mehrnbach
mettmach,Mettmach
mettersdorf_am_sassbach,Mettersdorf am Saßbach
mellau,Mellau
meiningen,Meiningen
mechelen,Mechelen
meerhout,Meerhout
merksplas,Merksplas
meise,Meise
merchtem,Merchtem
mesen_number_messines,Mesen#Messines
menen,Menen
meulebeke,Meulebeke
melle,Melle
merelbeke,Merelbeke
meeuwen_gruitrode,Meeuwen-Gruitrode
merbes_le_chateau,Merbes-le-Château
messancy,Messancy
meix_devant_virton,Meix-devant-Virton
mettet,Mettet
