category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Andrichsfurt,andrichsfurt,an,46.79,48.61,51.8
europe_lau,Antiesenhofen,antiesenhofen,an,57.74,63.36,64.75
europe_lau,Ansfelden,ansfelden,an,53.77,70.18,57.35
europe_lau,Andorf,andorf,an,66.37,70.33,54.59
europe_lau,Anröchte,anrochte,an,61.81,73.62,38.55
europe_lau,Andau,andau,an,30.1,57.74,99.05
europe_lau,Anif,anif,an,54.39,76.3,92.19
europe_lau,Anthering,anthering,an,63.07,73.8,47.77
europe_lau,Andervenne,andervenne,an,60.56,69.42,58.08
europe_lau,Anderlingen,anderlingen,an,57.09,64.5,42.03
europe_lau,Annaberg-Lungötz,annaberg_lungotz,an,57.58,78.75,43.84
europe_lau,Antau,antau,an,61.61,73.64,74.65
europe_lau,Antweiler,antweiler,an,55.41,68.96,84.97
europe_lau,Angelburg,angelburg,an,53.61,73.22,53.43
europe_lau,Antrifttal,antrifttal,an,38.29,51.71,79.16
europe_lau,Ankum,ankum,an,39.43,56.12,97.6
europe_lau,"Andernach, Stadt",andernach_stadt,an,40.74,63.9,40.01
europe_lau,Anschau,anschau,an,36.68,58.3,-2.11
europe_lau,Anhausen,anhausen,an,45.21,66.6,58.55
europe_lau,Anger,anger,an,31.5,49.52,52.68
europe_lau,"Annweiler am Trifels, Stadt",annweiler_am_trifels_stadt,an,51.08,62.62,18.6
europe_lau,Angelbachtal,angelbachtal,an,61.1,67.12,55.26
europe_lau,Angerberg,angerberg,an,45.74,74.42,96.32
europe_lau,Anger,anger,an,48.57,58.27,17.6
europe_lau,Anzing,anzing,an,60.15,68.18,71.83
europe_lau,Anzinger Forst,anzinger_forst,an,46.92,69.46,30.2
europe_lau,Antdorf,antdorf,an,38.16,59.5,12.85
europe_lau,Angath,angath,an,35.9,56.76,94.96
europe_lau,Annathaler Wald,annathaler_wald,an,36.05,55.16,71.88
europe_lau,Andechs,andechs,an,40.49,58.96,92.56
europe_lau,"Anklam, Stadt",anklam_stadt,an,33.48,42.21,43.98
europe_lau,Antwerpen,antwerpen,an,34.52,56.32,88.09
europe_lau,An der Poststraße,an_der_poststrasse,an,25.78,48.4,-1.33
europe_lau,Andisleben,andisleben,an,32.46,73.11,9.92
europe_lau,Anderlecht,anderlecht,an,43.05,62.89,14.42
europe_lau,Angern,angern,an,45.47,55.32,20.66
europe_lau,"Annaburg, Stadt",annaburg_stadt,an,46.54,65.77,0.94
europe_lau,Anrode,anrode,an,51.52,62.1,72.22
europe_lau,"An der Schmücke, Stadt",an_der_schmucke_stadt,an,49.96,59.44,45.87
europe_lau,Andelsbuch,andelsbuch,an,26.91,46.45,-51.46
europe_lau,Andratx,andratx,an,51.78,64.02,83.63
europe_lau,Andelfingen,andelfingen,an,27.18,47.59,-42.81
europe_lau,Anaya,anaya,an,43.82,74.06,98.47
europe_lau,Añe,ane,an,49.68,59.42,74.1
europe_lau,Añana,anana,an,57.91,70.39,76
europe_lau,Anglesola,anglesola,an,44.49,54.28,50.98
europe_lau,Anquela del Ducado,anquela_del_ducado,an,43.96,61.38,74.85
europe_lau,Anquela del Pedregal,anquela_del_pedregal,an,58.98,76.01,81.56
europe_lau,Антоново,antonovo,an,50.02,63.69,65.01
europe_lau,Anthisnes,anthisnes,an,67.78,72.24,44.69
europe_lau,Антон,anton,an,50.09,81.43,7.01
europe_lau,Anguix,anguix,an,51.41,68.1,53.26
europe_lau,Anglès,angles,an,54.52,72.56,25.18
europe_lau,Anchuras,anchuras,an,67.71,75.91,73.38
europe_lau,Ans,ans,an,37.93,63.23,78.92
europe_lau,Añora,anora,an,22.59,61.05,88.73
europe_lau,Angón,angon,an,45.68,56.25,47.6
europe_lau,Anguita,anguita,an,44.28,66.52,76.26
europe_lau,Antas,antas,an,51.67,70.34,49.23
europe_lau,Anras,anras,an,30.99,65.68,94.31
europe_lau,Anderlues,anderlues,an,56.95,76.19,72.28
europe_lau,Anija vald,anija_vald,an,50.72,60.28,36.18
europe_lau,Antsla vald,antsla_vald,an,53.4,67.7,80.76
europe_lau,Anzegem,anzegem,an,58.85,67.91,46.46
europe_lau,Anhée,anhee,an,57.33,63.79,22.51
europe_lau,Ansbach,ansbach,an,51.63,65.39,36.12
europe_lau,Antoing,antoing,an,54.88,67.88,28.81
europe_lau,"Angermünde, Stadt",angermunde_stadt,an,53.89,66.95,61.8
europe_lau,Ankershagen,ankershagen,an,47.73,54.15,68.12
europe_lau,Andenne,andenne,an,50.24,65.95,4.94
europe_lau,"Annaberg-Buchholz, Stadt",annaberg_buchholz_stadt,an,58.06,66.05,78.79
europe_lau,Andert-et-Condon,andert_et_condon,an,30.41,50.25,95.26
europe_lau,Anglefort,anglefort,an,60.79,81.85,77.53
europe_lau,Annot,annot,an,54.17,73.62,71.2
europe_lau,Andé,ande,an,55.25,69.42,73.37
europe_lau,Angerville-la-Campagne,angerville_la_campagne,an,49.88,66.31,82.42
