name_clean,name_real
oberpullendorf,Oberpullendorf
oberloisdorf,Oberloisdorf
oberdorf_im_burgenland,Oberdorf im Burgenland
oberschutzen,Oberschützen
oberwart,Oberwart
oberdrauburg,Oberdrauburg
obervellach,Obervellach
oberwaltersdorf,Oberwaltersdorf
obersiebenbrunn,Obersiebenbrunn
ober_grafendorf,Ober-Grafendorf
obritzberg_rust,Obritzberg-Rust
oberndorf_an_der_melk,Oberndorf an der Melk
obertraun,Obertraun
oberschlierbach,Oberschlierbach
obernberg_am_inn,Obernberg am Inn
oberkappel,Oberkappel
oberneukirchen,Oberneukirchen
oberhofen_am_irrsee,Oberhofen am Irrsee
oberndorf_bei_schwanenstadt,Oberndorf bei Schwanenstadt
oberwang,Oberwang
oberalm,Oberalm
oberndorf_bei_salzburg,Oberndorf bei Salzburg
obertrum_am_see,Obertrum am See
oberhaag,Oberhaag
oberwolz,Oberwölz
obdach,Obdach
obsteig,Obsteig
oberhofen_im_inntal,Oberhofen im Inntal
obernberg_am_brenner,Obernberg am Brenner
oberperfuss,Oberperfuss
oberndorf_in_tirol,Oberndorf in Tirol
oberlienz,Oberlienz
obertilliach,Obertilliach
obfelden,Obfelden
oberstammheim,Oberstammheim
oberembrach,Oberembrach
oberglatt,Oberglatt
oberweningen,Oberweningen
oberrieden,Oberrieden
oberengstringen,Oberengstringen
oberwil_bei_buren,Oberwil bei Büren
obersteckholz,Obersteckholz
oberbipp,Oberbipp
oberburg,Oberburg
oberbalm,Oberbalm
oberdiessbach,Oberdiessbach
oberthal,Oberthal
oberhunigen,Oberhünigen
oberhofen_am_thunersee,Oberhofen am Thunersee
oberlangenegg,Oberlangenegg
oberwil_im_simmental,Oberwil im Simmental
oberried_am_brienzersee,Oberried am Brienzersee
oberkirch,Oberkirch
oberiberg,Oberiberg
oberdorf_nw,Oberdorf (NW)
oberageri,Oberägeri
oberbuchsiten,Oberbuchsiten
obergosgen,Obergösgen
obergerlafingen,Obergerlafingen
oberdorf_so,Oberdorf (SO)
