name_clean,name_real
svetlina,Светлина
sveti_vlas,Свети Влас
svoboda,Свобода
sveti_nikola,Свети Никола
sviraci,Свирачи
svilengrad,Свиленград
svirkovo,Свирково
svetoslav,Светослав
svetulka,Светулка
svetlen,Светлен
svatbare,Сватбаре
svobodinovo,Свободиново
sveta_petka,Света Петка
svezen,Свежен
svetla,Светля
svesari,Свещари
svalenik,Сваленик
svode,Своде
svidna,Свидня
svoge,Своге
svetovracene,Световрачене
svoboden,Свободен
svircovo,Свирчово
svobodica,Свободица
svisov,Свищов
svekani,Свеќани
sveti_nikole,Свети Николе
svetorace,Светораче
sviniste,Свињиште
svinista,Свиништа
svidovica,Свидовица
sveta,Света
sveto_mitrani,Свето Митрани
sveto_todori,Свето Тодори
