name_clean,name_real
nevestino,Невестино
neseb_r,Несебър
nejkovo,Нейково
nedalsko,Недялско
nedelkova_grasica,Неделкова Гращица
nenkovo,Ненково
neofit_bozvelievo,Неофит Бозвелиево
nebeska,Небеска
nedelevo,Неделево
nepraznenci,Непразненци
negovanci,Негованци
nedelkovo,Неделково
nedoklan,Недоклан
negusevo,Негушево
nedelise,Неделище
nesla,Несла
nedelino,Неделино
negovan,Негован
nevsa,Невша
neofit_rilski,Неофит Рилски
nenovo,Неново
negovanovci,Неговановци
nefela,Нефела
nedan,Недан
negotino,Неготино
nemanica,Немањица
nezilovo,Нежилово
nebojani,Небојани
negrevo,Негрево
neokazi,Неокази
nerezi,Нерези
negorci,Негорци
negrenovci,Негреновци
nebregovo,Небрегово
negotino_polosko,Неготино - Полошко
neprosteno,Непроштено
neraste,Нераште
nerav,Нерав
