name_clean,name_real
polican,Poliçan
pogradec,Pogradec
podersdorf_am_see,Podersdorf am See
potzneusiedl,Potzneusiedl
poggersdorf,Poggersdorf
pottendorf,Pottendorf
pottenstein,Pottenstein
poysdorf,Poysdorf
polling_im_innkreis,Polling im Innkreis
pollham,Pollham
polling_in_tirol,Polling in Tirol
poperinge,Poperinge
pont_a_celles,Pont-à-Celles
port,Port
pohlern,Pohlern
pont_en_ogoz,Pont-en-Ogoz
pont_la_ville,Pont-la-Ville
ponthaux,Ponthaux
poschiavo,Poschiavo
pontresina,Pontresina
pollegio,Pollegio
ponte_capriasca,Ponte Capriasca
ponte_tresa,Ponte Tresa
porza,Porza
poliez_pittet,Poliez-Pittet
pomy,Pomy
pompaples,Pompaples
port_valais,Port-Valais
porrentruy,Porrentruy
porici_nad_sazavou,Poříčí nad Sázavou
postupice,Postupice
popovice,Popovice
podluhy,Podluhy
podbrdy,Podbrdy
podlesin,Podlešín
pozden,Pozdeň
postovice,Poštovice
polni_voderady,Polní Voděrady
polni_chrcice,Polní Chrčice
polepy,Polepy
poricany,Poříčany
podveky,Podveky
potehy,Potěhy
postrizin,Postřižín
podebrady,Poděbrady
podmoky,Podmoky
podolanka,Podolanka
polerady,Polerady
popovicky,Popovičky
pohori,Pohoří
pocepice,Počepice
pocaply,Počaply
podlesi,Podlesí
pochvalov,Pochvalov
polna_na_sumave,Polná na Šumavě
pohorska_ves,Pohorská Ves
popelin,Popelín
polste,Polště
ponedrazka,Ponědrážka
ponedraz,Ponědraž
podoli_i,Podolí I
pohorovice,Pohorovice
pohnani,Pohnání
pojbuky,Pojbuky
pohnanec,Pohnánec
pobezovice,Poběžovice
pocinovice,Pocinovice
postrekov,Postřekov
podevousy,Poděvousy
polen,Poleň
podmokly,Podmokly
polanka,Polánka
potvorov,Potvorov
podhradi,Podhradí
pomezi_nad_ohri,Pomezí nad Ohří
poustka,Poustka
potucky,Potůčky
podsedice,Podsedice
pocedelice,Počedělice
podboransky_rohozec,Podbořanský Rohozec
podborany,Podbořany
postoloprty,Postoloprty
povrly,Povrly
polevsko,Polevsko
ponikla,Poniklá
podhorni_ujezd_a_vojice,Podhorní Újezd a Vojice
podulsi,Podůlší
police_nad_metuji,Police nad Metují
polom,Polom
podbrezi,Podbřezí
potstejn,Potštejn
podhorany_u_ronova,Podhořany u Ronova
pokrikov,Pokřikov
podulsany,Podůlšany
pobezovice_u_holic,Poběžovice u Holic
pobezovice_u_prelouce,Poběžovice u Přelouče
porici_u_litomysle,Poříčí u Litomyšle
pohledy,Pohledy
policka,Polička
pomezi,Pomezí
podmoklany,Podmoklany
pohled,Pohled
polna,Polná
pocatky,Počátky
posna,Pošná
polesi,Polesí
