category,name,slug,prefix,roundness,rectangularity,mobile_fit
europe_lau,Batňovice,batnovice,ba,40.7,52.81,6.26
europe_lau,Babice nad Svitavou,babice_nad_svitavou,ba,51.03,63.62,75.59
europe_lau,Babice u Rosic,babice_u_rosic,ba,60.42,74.75,71.09
europe_lau,Barchov,barchov,ba,52.6,76.85,10.89
europe_lau,Bačetín,bacetin,ba,52.8,58.95,50.71
europe_lau,Bartošovice v Orlických horách,bartosovice_v_orlickych_horach,ba,26.51,54.04,97.47
europe_lau,Bad Zell,bad_zell,ba,51.28,70.95,89.16
europe_lau,Bad Goisern am Hallstättersee,bad_goisern_am_hallstattersee,ba,45.98,65.19,31.73
europe_lau,Bad Ischl,bad_ischl,ba,47.14,58.48,44.87
europe_lau,Bavory,bavory,ba,50.38,85.13,17.02
europe_lau,Batelov,batelov,ba,49.07,66.5,76.92
europe_lau,Bad Schallerbach,bad_schallerbach,ba,49.55,65.61,61.31
europe_lau,Bařice-Velké Těšany,barice_velke_tesany,ba,58.93,75.33,22.17
europe_lau,Babice,babice,ba,38.9,56.28,83.8
europe_lau,Bánov,banov,ba,28.94,55.7,83.83
europe_lau,Babice,babice,ba,28.63,62.39,72.39
europe_lau,Bačice,bacice,ba,52.06,75.18,12.75
europe_lau,Bad Kreuzen,bad_kreuzen,ba,57.34,72.23,39.24
europe_lau,Baška,baska,ba,66.77,73.12,44.27
europe_lau,Bartošovice,bartosovice,ba,53.84,67.46,76.19
europe_lau,Bargenstedt,bargenstedt,ba,38.57,66.28,-30.28
europe_lau,Barkenholm,barkenholm,ba,47.38,76.45,90.46
europe_lau,Barlt,barlt,ba,25.69,55.9,-52.71
europe_lau,Bäk,bak,ba,26.83,63.61,89.56
europe_lau,Bälau,balau,ba,40.96,75.36,-36.19
europe_lau,Basedow,basedow,ba,33.43,59.14,92.18
europe_lau,Basthorst,basthorst,ba,47.1,56.43,21.52
europe_lau,Bantice,bantice,ba,29.27,74.33,88.94
europe_lau,Baumgartenberg,baumgartenberg,ba,41.57,56.75,91.14
europe_lau,Bahrenfleth,bahrenfleth,ba,51.01,75.22,58.41
europe_lau,Baliny,baliny,ba,50.01,74,85.01
europe_lau,Bargum,bargum,ba,33.11,63.29,25.59
europe_lau,Bargstall,bargstall,ba,35.03,64.99,-53.99
europe_lau,Bargstedt,bargstedt,ba,57.74,63.32,49.71
europe_lau,Barkelsby,barkelsby,ba,43.25,59.04,-6.68
europe_lau,Bad Leonfelden,bad_leonfelden,ba,42.51,61.56,95.99
europe_lau,"Bad Schwartau, Stadt",bad_schwartau_stadt,ba,54.54,60.48,60.25
europe_lau,"Barmstedt, Stadt",barmstedt_stadt,ba,46.61,58.22,68.19
europe_lau,Bad Hall,bad_hall,ba,43.26,61.96,-7.67
europe_lau,Barmissen,barmissen,ba,40.73,52.84,93.33
europe_lau,Barsbek,barsbek,ba,36.27,59.07,94.04
europe_lau,"Bad Harzburg, Stadt",bad_harzburg_stadt,ba,45.68,51.21,66.87
europe_lau,Bahrdorf,bahrdorf,ba,55.85,63.22,65.54
europe_lau,"Bad Gandersheim, Stadt",bad_gandersheim_stadt,ba,50.82,65.88,59.84
europe_lau,Baddeckenstedt,baddeckenstedt,ba,46.87,51.8,62.08
europe_lau,"Barnstorf-Warle, gemfr. Gebiet",barnstorf_warle_gemfr_gebiet,ba,31.16,58.92,88.27
europe_lau,Bad Grund (Harz),bad_grund_harz,ba,46.11,63.24,64.76
europe_lau,"Bad Lauterberg im Harz, Stadt",bad_lauterberg_im_harz_stadt,ba,19.8,30.65,48.52
europe_lau,"Bad Sachsa, Stadt",bad_sachsa_stadt,ba,60.8,69.46,71.91
europe_lau,"Barsinghausen, Stadt",barsinghausen_stadt,ba,53.84,71.72,82.79
europe_lau,Bahrenborstel,bahrenborstel,ba,68.01,70.21,26.28
europe_lau,"Barenburg, Flecken",barenburg_flecken,ba,27.29,38.26,12.76
europe_lau,"Barnstorf, Flecken",barnstorf_flecken,ba,50.96,59.32,78.47
europe_lau,Barver,barver,ba,49.35,58.05,25.69
europe_lau,"Bassum, Stadt",bassum_stadt,ba,43.39,62.12,73.63
europe_lau,"Bad Münder am Deister, Stadt",bad_munder_am_deister_stadt,ba,53.15,63.08,74.56
europe_lau,"Bad Pyrmont, Stadt",bad_pyrmont_stadt,ba,41.4,58.76,28
europe_lau,"Bad Salzdetfurth, Stadt",bad_salzdetfurth_stadt,ba,48.3,67.66,88.98
europe_lau,"Bad Bramstedt, Stadt",bad_bramstedt_stadt,ba,55.7,59.78,50.82
europe_lau,"Bad Segeberg, Stadt",bad_segeberg_stadt,ba,43.83,51.04,43.58
europe_lau,Bahrenhof,bahrenhof,ba,42.23,70.61,-20.38
europe_lau,Bark,bark,ba,30.82,56.72,13.53
europe_lau,Bachmanning,bachmanning,ba,46.69,56.11,82.21
europe_lau,Balge,balge,ba,45.22,60.08,23.28
